Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|PI3,Subsystem #1|CTLs|Vars|PI5,Subsystem #1|CTLs|Vars|PI7,Subsystem #1|CTLs|Vars|QI3,Subsystem #1|CTLs|Vars|QI5,Subsystem #1|CTLs|Vars|QI7,Subsystem #1|CTLs|Vars|PF12,Subsystem #1|CTLs|Vars|PF23,Subsystem #1|CTLs|Vars|PF34,Subsystem #1|CTLs|Vars|PF37a,Subsystem #1|CTLs|Vars|PF62,Subsystem #1|CTLs|Vars|PF65,Subsystem #1|CTLs|Vars|PF76,Subsystem #1|CTLs|Vars|QF12,Subsystem #1|CTLs|Vars|QF23,Subsystem #1|CTLs|Vars|QF34,Subsystem #1|CTLs|Vars|QF37a,Subsystem #1|CTLs|Vars|QF62,Subsystem #1|CTLs|Vars|QF65,Subsystem #1|CTLs|Vars|QF76
6.931613503,1.025535067,1.003027163,1.954054485,0.3798129389,-0.850747227,3.76988617,-1.042536486,-1.948394445,-0.4091447773,-1.302156192,0.03232215423,-0.2186651728,1.245101378,-0.5301787335,-0.8881061961,0.8405433376,-2.064618825,0.03588740363,0.5660559325,1.448219417
6.954039453,1.025820053,1.003281463,1.957145163,0.3791864662,-0.8474893671,3.77121661,-1.04886646,-1.955040593,-0.4122936096,-1.310511951,0.02652914424,-0.2121344388,1.246840286,-0.531230227,-0.8959390601,0.8529147787,-2.085783423,0.04247668282,0.5742834502,1.467141049
6.974724581,1.026139447,1.003497401,1.960228596,0.3785667562,-0.844259087,3.772692363,-1.055860848,-1.961273354,-0.4151382007,-1.318473017,0.02046835817,-0.2058198808,1.248116174,-0.5318072174,-0.9039110079,0.8653106664,-2.10695495,0.04886993973,0.5828345188,1.48586446
6.996804961,1.026492886,1.003674387,1.963300238,0.3779547263,-0.8410609376,3.774311628,-1.06239773,-1.967639496,-0.4176729707,-1.326024515,0.01411266495,-0.1996272916,1.248925966,-0.5328728398,-0.9113301946,0.8777107756,-2.128097535,0.0550526832,0.5915976156,1.504357209
7.017232967,1.026879959,1.003811888,1.966355546,0.3773512903,-0.8378994508,3.776072371,-1.069562324,-1.97358415,-0.4198926175,-1.333154296,0.00750324711,-0.1936695784,1.249265602,-0.5334372245,-0.9188740128,0.8900979841,-2.149183358,0.06101516896,0.600662269,1.5225931
7.0388458,1.027300203,1.003909428,1.969389979,0.3767573564,-0.834779134,3.777972336,-1.076268791,-1.979632778,-0.4217926401,-1.339849029,0.0006174833813,-0.187855776,1.249133968,-0.5345123513,-0.9258295097,0.9024517468,-2.17017612,0.066749211,0.6099131878,1.540539881
7.058890174,1.027753107,1.003966591,1.972399012,0.3761738264,-0.8317044653,3.780009038,-1.08356591,-1.985253368,-0.4233688576,-1.346098359,-0.006505949548,-0.1822944987,1.248528746,-0.5350588553,-0.9328947837,0.9147546338,-2.191047343,0.07223976713,0.6194418146,1.558171411
7.079903939,1.028238111,1.003983023,1.975378144,0.3756015935,-0.8286798863,3.782179772,-1.090402992,-1.990948341,-0.4246175491,-1.351889473,-0.01388515696,-0.1768981633,1.247450002,-0.5361375017,-0.9393371704,0.9269857956,-2.211760215,0.07748512789,0.6291290523,1.57545576
7.099441924,1.028754604,1.003958432,1.978322899,0.3750415409,-0.8257097925,3.78448161,-1.097791085,-1.996208268,-0.4255348795,-1.357211639,-0.02148395476,-0.1717713461,1.245895651,-0.536661423,-0.9458760762,0.9391276392,-2.232286151,0.08246495154,0.6390677854,1.592367547
7.119744828,1.029301927,1.003892594,1.981228837,0.3744945401,-0.8227985298,3.786911406,-1.104718681,-2.001514295,-0.4261188979,-1.362055582,-0.02931604625,-0.1668296617,1.24386912,-0.5377382647,-0.951759708,0.951159813,-2.25258954,0.08718418972,0.6491361529,1.608876161
