"Time","Subsystem #1|Node Voltages|S1) M1","Subsystem #1|Node Voltages|S1) M2","Subsystem #1|Node Voltages|S1) M3","Subsystem #1|Node Voltages|S1) N1","Subsystem #1|Node Voltages|S1) N10","Subsystem #1|Node Voltages|S1) N11","Subsystem #1|Node Voltages|S1) N12","Subsystem #1|Node Voltages|S1) N13","Subsystem #1|Node Voltages|S1) N14","Subsystem #1|Node Voltages|S1) N15","Subsystem #1|Node Voltages|S1) N16","Subsystem #1|Node Voltages|S1) N17","Subsystem #1|Node Voltages|S1) N18","Subsystem #1|Node Voltages|S1) N19","Subsystem #1|Node Voltages|S1) N2","Subsystem #1|Node Voltages|S1) N20","Subsystem #1|Node Voltages|S1) N21","Subsystem #1|Node Voltages|S1) N3","Subsystem #1|Node Voltages|S1) N4","Subsystem #1|Node Voltages|S1) N5","Subsystem #1|Node Voltages|S1) N6","Subsystem #1|Node Voltages|S1) N7","Subsystem #1|Node Voltages|S1) N8","Subsystem #1|Node Voltages|S1) N9","Subsystem #1|Node Voltages|S1) S1","Subsystem #1|Node Voltages|S1) S2","Subsystem #1|Node Voltages|S1) S3"
0.0,7.994179969,2.14112285,-10.1518807,7.985919372,7.615234923,2.10457417,-10.08409481,7.509791601,2.141738477,-10.20392933,7.572765299,2.095415219,-10.18294046,7.628640088,2.155882644,2.166125819,-10.18138817,-10.15862462,7.626046036,2.122993243,-10.14235158,7.624574238,2.155726721,-10.15123558,35.11248508,75.15670985,-110.2691949
1.5E-4,7.577374879,2.728485761,-10.32280656,7.56877416,7.1928174,2.661426456,-10.22006821,7.082691158,2.695671011,-10.33003782,7.145831529,2.651806882,-10.31630337,7.200843868,2.742517858,2.726139032,-10.31449794,-10.32864281,7.20099523,2.682455148,-10.27881345,7.198259454,2.715091639,-10.28544867,29.00552584,79.77851513,-108.784041
3.0E-4,7.13643867,3.307090264,-10.46078675,7.127525208,6.748123242,3.209344295,-10.32361645,6.633683827,3.24050995,-10.4233537,6.696779379,3.199283859,-10.41693463,6.750779166,3.320344987,3.276994777,-10.41490687,-10.4656916,6.753615565,3.232936251,-10.3826589,6.74965784,3.26534983,-10.3870393,22.80555625,84.14557166,-106.9511279
4.5E-4,6.672786281,3.875102286,-10.56539933,6.663589471,6.282617302,3.746670101,-10.39455276,6.164253003,3.774612978,-10.48372472,6.227092795,3.736197279,-10.48465211,6.279928789,3.88753203,3.817040354,-10.48244079,-10.56935264,6.285384828,3.772775968,-10.45368576,6.28024896,3.804845617,-10.45582319,16.53245954,88.2438657,-104.7763252
6.0E-4,6.187879675,4.430735797,-10.63632617,6.178430834,5.79762897,4.271846787,-10.43279676,5.675773367,4.296435775,-10.51108349,5.738127318,4.260991661,-10.51936735,5.789655821,4.44229529,4.344719351,-10.51700756,-10.63931156,5.797651124,4.300403809,-10.49179463,5.791387953,4.332017712,-10.49170584,10.20636572,92.06022798,-102.2665937
7.5E-4,5.683276754,4.972215666,-10.67334946,5.673608968,5.294733449,4.783208812,-10.43828522,5.169828265,4.804330384,-10.50541345,5.231465205,4.772001048,-10.52103644,5.281543575,4.982862288,4.858367711,-10.51856214,-10.6753545,5.291990073,4.814140073,-10.49692611,5.284653387,4.8451962,-10.49463983,3.847576355,95.58239468,-99.42997104
9.0E-4,5.160593118,5.497823441,-10.67636266,5.150741013,4.775571088,5.279269467,-10.41103945,4.648046198,5.296798507,-10.46680834,4.708742337,5.267724942,-10.48971392,4.757223373,5.507517557,5.356475132,-10.48716213,-10.67737896,4.770039192,5.31247423,-10.46911613,4.761679706,5.342874463,-10.46466838,-2.523521378,98.7990601,-96.27553872
0.00105,4.621471943,6.005890804,-10.64534019,4.611471485,4.24164963,5.758632483,-10.35114879,4.111931698,5.772435863,-10.39541743,4.171464283,5.746748706,-10.42551377,4.218204931,6.014596033,5.837628383,-10.42292154,-10.64536352,4.233310386,5.793984446,-10.40845714,4.22397959,5.823638222,-10.40189862,-8.886510013,101.6997828,-92.81327277
0.0012,4.067644304,6.494798471,-10.5803961,4.057532566,3.694629919,6.219800743,-10.25886455,3.563163371,6.229773009,-10.29153299,3.621305665,6.207583256,-10.32870656,3.666165173,6.502481956,6.300335084,-10.32610186,-10.5794264,3.683474253,6.257161831,-10.31520966,3.673225406,6.285990966,-10.30659122,-15.22100799,104.2754149,-89.05440688
0.00135,3.500871387,6.962982011,-10.48173086,3.490686247,3.136167416,6.661357349,-10.13451275,3.003412471,6.667427651,-10.15551578,3.059942946,6.648825083,-10.19962773,3.102782707,6.969614687,6.743193856,-10.1970372,-10.47977225,3.122211238,6.700590045,-10.18969093,3.111093314,6.728523371,-10.17907236,-21.50673394,106.5176932,-85.01095926
0.0015,2.922939677,7.408961148,-10.34964735,2.912719553,2.567874472,7.082039012,-9.978438318,2.434305996,7.084158041,-9.987754896,2.489005365,7.069218264,-10.03863616,2.529683774,7.414517952,7.164939276,-10.03608401,-10.34670808,2.551156249,7.122998255,-10.03224917,2.539213162,7.14997069,-10.01969769,-27.72356963,108.4194424,-80.69587281
0.00165,2.335687226,7.831318067,-10.18456382,2.325470794,1.991520945,7.480577174,-9.791107099,1.85760783,7.478715209,-9.788756171,1.910271455,7.467501303,-9.846207405,1.948645043,7.835778123,7.564302265,-9.843723407,-10.18065618,1.972095418,7.523115164,-9.84334978,1.959365182,7.54906379,-9.828941714,-33.85162245,109.9745816,-76.12295912
0.0018,1.740976137,8.228711139,-9.987002863,1.730802011,1.408840677,7.855718873,-9.573081811,1.275057922,7.849881191,-9.559123296,1.325485695,7.842433772,-9.622925766,1.361414204,8.232057922,7.940040635,-9.620529538,-9.982143087,1.386775626,7.899687882,-9.623568753,1.373294455,7.924557791,-9.607376955,-39.87129874,111.1781386,-71.3068399
0.00195,1.140675894,8.599885849,-9.757584875,1.130582345,0.8214778332,8.20631675,-9.324986208,0.6883122947,8.196539851,-9.299499036,0.7363073228,8.192877644,-9.369418707,0.7696599325,8.602107296,8.291016201,-9.367125142,-9.751792928,0.7968635933,8.251564404,-9.373527821,0.782667951,8.275310694,-9.355626833,-45.76337095,112.0262666,-66.26289566
0.0021,0.5366955135,8.94366259,-9.497037889,0.5267202039,0.2312698954,8.531290444,-9.047550974,0.09918209232,8.517616616,-9.010661624,0.1445610867,8.517742321,-9.086443001,0.1752115549,8.944751169,8.616134682,-9.084260132,-9.490337322,0.2041914838,8.577646156,-9.093972766,0.1893170036,8.600228778,-9.074437219,-51.50903373,112.5162533,-61.00721956
0.00225,-0.06905110136,9.258944904,-9.206176625,-0.07887142756,-0.359968872,8.829640772,-8.741519069,-0.4905456334,8.812115088,-8.693405684,-0.4479477244,8.816018024,-8.774769487,-0.4201231693,9.258897654,8.914384663,-8.772703298,-9.198594328,-0.3894219274,8.87692658,-8.78566863,-0.4049452703,8.898307947,-8.764573213,-57.08997293,112.646529,-55.55655602
0.0024,-0.6746527719,9.544724068,-8.885904274,-0.6842825126,-0.9504939503,9.100434185,-8.407729895,-1.079145666,9.079109832,-8.348608402,-1.039481633,9.086763733,-8.435258695,-1.014595616,9.54354259,9.184820674,-8.433309246,-8.877470248,-0.9822279066,9.14845599,-8.449466198,-0.9983706379,9.168602724,-8.426886723,-62.48841015,112.4166741,-49.92826395
0.00255,-1.277981748,9.799976125,-8.537330093,-1.287386817,-1.538353145,9.34269451,-8.047277724,-1.664675859,9.3176642,-7.977375127,-1.628082682,9.32901023,-8.069013667,-1.60624006,9.797666605,9.426476253,-8.067169666,-8.528077128,-1.572258029,9.391256099,-8.086465808,-1.588994846,9.410142465,-8.062473416,-67.68540686,111.8274198,-44.1420129
0.0027,-1.877468215,10.02404344,-8.161367564,-1.88661607,-2.122085835,9.555733972,-7.661032341,-2.245656299,9.527103647,-7.580608405,-2.212273453,9.54207683,-7.676914812,-2.193564493,10.02061645,9.638665617,-7.675161152,-8.151331044,-2.158033776,9.604645173,-7.697541673,-2.175332463,9.622247321,-7.672209966,-72.66735389,110.8806432,-38.21328934
0.00285,-2.471092407,10.21614341,-7.759250853,-2.479952185,-2.699638045,9.7387185,-7.25019014,-2.820063259,9.706628156,-7.159529691,-2.789999254,9.725142686,-7.260170679,-2.774511914,10.21161383,9.820561375,-7.258490167,-7.748468516,-2.737490886,9.787809511,-7.283892827,-2.755325326,9.804096512,-7.257296853,-77.41733611,109.5793678,-32.16203165
0.003,-3.056963639,10.37566011,-7.332255007,-3.065506408,-3.269170636,9.891034104,-6.815976765,-3.386079412,9.855639735,-6.715399459,-3.359419506,9.877603492,-6.820026619,-3.347239129,10.37004695,9.971551609,-6.818401313,-7.320766593,-3.308780048,9.94014314,-6.846759716,-3.327128437,9.955077926,-6.818977626,-81.92023904,107.9277485,-26.00750945
0.00315,-3.633227638,10.50207067,-6.881718584,-3.641426444,-3.829098584,10.01211396,-6.359548916,-3.942110075,9.973594682,-6.24939723,-3.918936541,9.998897021,-6.357658117,-3.910126058,10.49539687,10.09107252,-6.356065056,-6.869565596,-3.870294056,10.06108085,-6.387322261,-3.889131906,10.07463221,-6.358424036,-86.16159955,105.9310604,-19.76946084
0.0033,-4.197996514,10.59494618,-6.409102609,-4.205826469,-4.377489204,10.10142143,-5.882385814,-4.486250967,10.05997627,-5.763019597,-4.466623744,10.08848904,-5.874561472,-4.461234159,10.58723841,10.17859216,-5.872973534,-6.396328045,-4.420103028,10.15009142,-5.907075834,-4.439401756,10.16222725,-5.877127285,-90.12776524,103.5956868,-13.46792154
0.00345,-4.749440456,10.65397141,-5.915922579,-4.756878853,-4.912537913,10.15861554,-5.385925229,-5.016737881,10.1144374,-5.257733103,-5.00069362,10.14602839,-5.3721985,-4.998764904,10.64525986,10.23375661,-5.370587603,-5.902570609,-4.956409821,10.20682801,-5.407480997,-4.976139608,10.21751581,-5.376547704,-93.80596792,100.9290924,-7.12312452
0.0036,-5.28579228,10.67893361,-5.403732505,-5.292818564,-5.432566541,10.18342172,-4.871528504,-5.531919728,10.13669135,-4.7349378,-5.519477247,10.17122501,-4.85195906,-5.521034668,10.66925171,10.25627719,-4.850305705,-5.389848272,-5.477532668,10.23100874,-4.889924099,-5.497664245,10.24021274,-4.858073549,-97.18437154,97.93980673,-0.7554351853
0.00375,-5.805309769,10.66973512,-4.874180649,-5.811905522,-5.935770352,10.17566096,-4.340909246,-6.030021775,10.12655671,-4.196350613,-6.021179604,10.16389115,-4.315559385,-6.026231827,10.6591193,10.24596777,-4.31384161,-4.859810056,-5.981674246,10.22245645,-4.356120099,-6.002171452,10.23014027,-4.323419556,-100.2520992,94.63738307,5.614716123
0.0039,-6.306317533,10.62637517,-4.32894818,-6.312466454,-6.420474584,10.13520468,-3.795777248,-6.509371789,10.08393114,-3.643672939,-6.504122096,10.12391291,-3.764707636,-6.51266226,10.61486456,10.20272478,-3.762905084,-4.314137651,-6.46715567,10.18105822,-3.807776433,-6.487975037,10.18719137,-3.774293642,-102.9991998,91.03228661,11.96691317
0.00405,-6.78722657,10.54899358,-3.76976258,-6.792914352,-6.885113569,10.06206161,-3.237754473,-6.968418693,10.00883241,-3.078546669,-6.966740873,10.05130439,-3.201040997,-6.978743434,10.53662978,10.12656341,-3.199138232,-3.754558938,-6.932403998,10.10684265,-3.246524234,-6.953497736,10.11138396,-3.212332784,-105.4170233,87.13622665,18.28079663
0.0042,-7.246472786,10.43782656,-3.198425228,-7.251687009,-7.328003322,9.956414097,-2.668707054,-7.405500999,9.901427242,-2.502854441,-7.407355024,9.946241375,-2.626436438,-7.422785571,10.42465331,10.01766351,-2.624424065,-3.182875555,-7.375735568,9.999997158,-2.674228626,-7.397054274,10.0029064,-2.639409649,-107.4977812,82.96164874,24.53613243
0.00435,-7.682570057,10.29322298,-2.61677201,-7.687300083,-7.747630497,9.818511686,-2.090482676,-7.819112083,9.761966942,-1.918459952,-7.824449534,9.808968219,-2.042758558,-7.843260263,10.2792859,9.876286608,-2.040628585,-2.600923507,-7.795632573,9.860780033,-2.092745821,-7.817122718,9.862017847,-2.05738443,-109.2348091,78.52192285,30.7128862
0.0045,-8.09410505,10.11563099,-2.02667173,-8.098341858,-8.142593853,9.648669142,-1.504909413,-8.207861603,9.590778914,-1.327217373,-8.216631091,9.639809609,-1.451864161,-8.238750524,10.10097737,9.702766734,-1.449609961,-2.010571666,-8.19069737,9.689523681,-1.503926441,-8.21229395,9.689052592,-1.468107618,-110.6225439,73.8312638,36.79128006
0.00465,-8.479724433,9.905612891,-1.430042881,-8.483460482,-8.511463067,9.44737824,-0.9139873715,-8.570339049,9.38835183,-0.731146141,-8.582481948,9.439249898,-0.8557779924,-8.607822435,9.890291422,9.497605563,-0.8533933041,-1.413738527,-8.559511074,9.486721209,-0.9097859874,-8.58114112,9.484510364,-0.8735971909,-111.6565435,68.9046737,42.75186984
0.0048,-8.83817196,9.663836521,-0.8288115851,-8.841401052,-8.852926229,9.215277554,-0.3196565542,-8.905266672,9.15530175,-0.1322162903,-8.920711397,9.207911412,-0.2564699781,-8.949171409,9.6478971,9.26144044,-0.2539549504,-0.8123501664,-8.900771962,9.253009178,-0.3122838112,-8.922359656,9.249031649,-0.2758173787,-112.333499,63.75788745,48.57561157
0.00495,-9.16828887,9.391065735,-0.2249027966,-9.171005989,-9.16579789,8.953078924,0.2761586696,-9.211468194,8.892328443,0.4676254433,-9.23014036,8.94649495,0.3441139965,-9.261605541,9.374559269,8.994990153,0.3467492954,-0.2083314982,-9.213301521,8.989100836,0.2866429167,-9.234763576,8.983334227,0.3232874647,-112.6512431,58.40732071,54.24392234
0.0051,-9.469007341,9.08817082,0.3797403255,-9.47120852,-9.448940873,8.661599024,0.8713843532,-9.48782632,8.600251188,1.066305952,-9.509640921,8.655817598,0.9438940038,-9.543985748,9.071149083,8.699089702,0.9466360144,0.3963743464,-9.495968421,8.695820779,0.8849228728,-9.517216217,8.688248769,0.9216409824,-112.6087592,52.87002465,59.73873452
0.00525,-9.73927294,8.756218216,0.9829911472,-9.740955178,-9.701373931,8.341815116,1.463911875,-9.733359783,8.280041964,1.661731166,-9.758235272,8.33685396,1.540764408,-9.795319482,8.738733651,8.374738825,1.543595193,0.9996408323,-9.747787264,8.374154375,1.480449762,-9.768731101,8.364769321,1.517137183,-112.2061831,47.16566585,65.04051729
0.0054,-9.978425734,8.396068402,1.583325535,-9.979586831,-9.922253357,7.994691678,2.051883964,-9.947237495,7.93266771,2.252031369,-9.975092929,7.990565254,2.132861867,-10.01476484,8.378174051,8.022921449,2.135751916,1.599943815,-9.967931592,8.025067156,2.071384317,-9.988468266,8.01387404,2.107916222,-111.4448019,41.30838676,70.1364151
0.00555,-10.1855597,8.009028139,2.178529104,-10.18619817,-10.11071793,7.621514772,2.633139836,-10.12863209,7.5593872,2.835039383,-10.15936513,7.618224743,2.718015933,-10.20146732,7.990777608,7.644929445,2.720930722,2.195068814,-10.1555352,7.649850555,2.655560178,-10.17556961,7.636857388,2.69181073,-110.3270536,35.31934229,75.00771132
0.0057,-10.36005715,7.59629612,2.766783723,-10.36017214,-10.2662405,7.223417681,3.205946586,-10.27701319,7.161337527,3.408995951,-10.31052778,7.220965074,3.294471405,-10.35489796,7.577743466,7.241922378,3.297368042,2.783197597,-10.3100722,7.249647149,3.231230255,-10.32950713,7.234871109,3.267067894,-108.8565133,29.21693434,79.639579
0.00585,-10.50133648,7.159216401,3.346157134,-10.50092777,-10.38822346,6.80178518,3.768150344,-10.39179499,6.739907976,3.971743025,-10.42799754,6.800169865,3.860058145,-10.47445935,7.140416119,6.815313169,3.862899861,3.362397789,-10.43095488,6.825843772,3.796234566,-10.44969002,6.809315706,3.831529274,-107.0378901,23.02072614,84.01716398
0.006,-10.60894539,6.699205583,3.914778275,-10.60801338,-10.47630836,6.358110583,4.317873704,-10.47263963,6.296575901,4.521376423,-10.5114308,6.357320883,4.412873088,-10.55980771,6.680212519,6.366606753,4.415626034,3.930798281,-10.51782713,6.379930025,4.348682162,-10.53576496,6.361692385,4.383301926,-104.8770065,16.75061929,88.12638722
0.00615,-10.68253972,6.217731904,4.47083294,-10.68108546,-10.53019867,5.89384144,4.85341401,-10.51928277,5.832782163,5.056154504,-10.56055374,5.893857406,4.951180426,-10.61066988,6.198601257,5.89726664,4.953803649,4.486584795,-10.57040348,5.913359513,4.886848296,-10.58745359,5.893460776,4.920656805,-102.3807823,10.4267721,91.95401015
0.0063,-10.72188289,5.716363451,5.012514515,-10.71990815,-10.54972707,5.410638856,5.372877935,-10.53157374,5.350181369,5.574174873,-10.57521608,5.411436435,5.473074147,-10.62689181,5.697150759,5.408971072,5.475529192,5.027950706,-10.58852247,5.427790897,5.4088369,-10.60459809,5.406290598,5.441695949,-99.55721689,4.069508666,95.48770823
0.00645,-10.72686666,5.19672691,5.538078977,-10.72437398,-10.53494571,4.910150384,5.874492095,-10.50957258,4.850438754,6.07367941,-10.55548109,4.911711911,5.976782253,-10.60853473,5.177487996,4.903402376,5.979038285,5.55315209,-10.57223918,4.924880701,5.912874272,-10.58725692,4.901851624,5.944651924,-96.41535863,-2.300763299,98.71612193
0.0066,-10.69748567,4.660493242,6.045846137,-10.69447851,-10.48595492,4.394002709,6.356666003,-10.45339047,4.335194644,6.553089601,-10.50145666,4.396316641,6.460714992,-10.55570743,4.641284225,4.382217599,6.462737071,6.060508926,-10.52164644,4.406269409,6.39737255,-10.53553261,4.381793688,6.42793631,-92.96523669,-8.66361206,101.6288488
0.00675,-10.63384288,4.109410011,6.534171487,-10.6303257,-10.40297084,3.864030379,6.81779532,-10.36326745,3.806273583,7.010799755,-10.41337464,3.867080131,6.923264797,-10.46864863,4.090287282,3.847263662,6.925016014,6.548377005,-10.43696643,3.873792109,6.860727668,-10.44965593,3.847958514,6.889942131,-89.21786645,-14.99863747,104.2165039
0.0069,-10.53617236,3.545272342,7.001493231,-10.53215077,-10.28637707,3.322068823,7.25639973,-10.23961925,3.265507205,7.445344121,-10.29163755,3.325835468,7.362953964,-10.34776232,3.526292501,3.300392838,7.364398845,7.015194992,-10.31857982,3.329287798,7.30146108,-10.3300179,3.302192782,7.3291954,-85.18537756,-21.28554492,106.4709225
0.00705,-10.40479832,2.969890744,7.446318344,-10.4002792,-10.13664319,2.769874537,7.671100264,-10.08293366,2.714653976,7.855350611,-10.13673629,2.774329629,7.778394634,-10.19353991,2.951110555,2.743381597,7.77950644,7.459470486,-10.16696424,2.774508497,7.718179615,-10.17710488,2.746262936,7.744312795,-80.88066618,-27.50420116,108.3848673
0.0072,-10.24015529,2.385119409,7.867222433,-10.23514695,-9.954406046,2.209303838,8.060574178,-9.893861378,2.15557675,8.239515332,-9.94932063,2.214415547,8.168261475,-10.00662725,2.36659575,2.178107261,8.169022696,7.87977993,-9.982754912,2.211310398,8.109553015,-9.991557289,2.18203726,8.133973647,-76.31752574,-33.63469876,109.9522245
0.00735,-10.04278705,1.792836046,8.262868948,-10.03729939,-9.740347734,1.64227578,8.423637061,-9.673132558,1.590183373,8.596650565,-9.730107924,1.648000946,8.531353221,-9.787743113,1.774625793,1.606491538,8.531752609,8.274787846,-9.766645728,1.641609545,8.474377854,-9.774081362,1.611435718,8.496983423,-71.51056095,-39.65743262,111.1679936
0.0075,-9.813335067,1.194926177,8.632018212,-9.807379699,-9.495222551,1.070627855,8.759260546,-9.421532363,1.020312777,8.925725719,-9.479869005,1.076925234,8.866629574,-9.537667606,1.177086108,1.030385803,8.866661741,8.643255875,-9.519390684,1.067251784,8.81161091,-9.525444167,1.036307063,8.832305086,-66.47514197,-45.55315758,112.0282996
0.00765,-9.552556225,0.5933010683,8.973513111,-9.546146643,-9.219974136,0.4962288161,9.066447313,-9.140017251,0.4478434095,9.225764811,-9.199555245,0.503065635,9.17309931,-9.257354177,0.5758877271,0.4516841482,9.172764033,8.984028466,-9.241926155,0.4901221917,9.120252456,-9.246592546,0.4585402926,9.138948605,-61.22734912,-51.30305541,112.5304045
0.0078,-9.261303293,-0.01011743794,9.286278054,-9.254454954,-8.9156389,-0.07910054397,9.344249207,-8.829628817,-0.125375888,9.495855296,-8.890208649,-0.07174197703,9.449818049,-8.947839837,-0.02704791643,-0.1277602571,9.449130981,9.29603189,-8.93528395,-0.08794184631,9.399346626,-8.938563189,-0.1200207721,9.415974099,-55.78391921,-56.88879607,112.6727153
0.00795,-8.940520128,-0.6134138385,9.569338488,-8.933250573,-8.583255397,-0.6535633108,9.591933268,-8.491435737,-0.6975352857,9.735292828,-8.552888301,-0.6456892773,9.696061458,-8.610194423,-0.6298059049,-0.7061321202,9.695042012,9.578293737,-8.600508847,-0.6651252061,9.648153496,-8.602414207,-0.6975629885,9.662654284,-50.16219808,-62.2925918,112.4547899
0.0081,-8.591341281,-1.214462327,9.82170778,-8.583670124,-8.224020795,-1.225181731,9.808792882,-8.126670638,-1.266679129,9.943389471,-8.188813858,-1.216803224,9.911125324,-8.245640023,-1.23026137,-1.281454249,9.909791529,9.82982986,-8.238807522,-1.239434589,9.865957307,-8.239357824,-1.272103186,9.87828272,-44.38181417,-67.49552141,111.8773356
0.00825,-8.214723993,-1.811677498,10.04275658,-8.206673062,-7.838995245,-1.792419839,9.994384884,-7.736431683,-1.831254786,10.11974001,-7.799066482,-1.783543061,10.09458188,-7.85526495,-1.826829908,-1.852178769,10.09295478,10.05001359,-7.851246011,-1.809333236,10.05231201,-7.850473436,-1.842098528,10.06242238,-38.45832397,-72.48388563,110.9422096
0.0084,-7.811927413,-2.403060781,10.23173895,-7.803520776,-7.429605015,-2.353372751,10.14810028,-7.322155297,-2.389370025,10.26378356,-7.385085414,-2.344014255,10.24583711,-7.44050175,-2.417514181,-2.416397341,10.24394592,10.23810195,-7.439256286,-2.372918016,10.20660657,-7.437193241,-2.40564402,10.21447912,-32.41160431,-77.24080839,109.6524127
0.00855,-7.384242727,-2.986744054,10.38807418,-7.375506612,-6.997233084,-2.906328697,10.26957967,-6.885241751,-2.939320591,10.375211,-6.94826731,-2.896509882,10.36454893,-7.00274663,-3.000447668,-2.972398349,10.36243002,10.39351748,-7.004228726,-2.928473178,10.32847542,-7.000912387,-2.961026722,10.33410462,-26.26091697,-81.75116174,108.0120787
0.0087,-6.933020256,-3.56088631,10.51127793,-6.923983012,-6.543095905,-3.449687453,10.35862104,-6.426968261,-3.479530989,10.45384043,-6.489865744,-3.439440396,10.45051652,-6.54326279,-3.573791191,-3.518589394,10.44819935,10.51577927,-6.547403824,-3.47438819,10.41770903,-6.542878544,-3.50664727,10.4210903,-20.02598543,-86.00047416,106.0264596
0.00885,-6.459724416,-4.123633007,10.60096196,-6.450416426,-6.068729928,-3.981680655,10.41501095,-5.948885465,-4.008254017,10.49949733,-6.011427303,-3.971045799,10.50353944,-6.063598457,-4.135692368,-4.053209108,10.5010552,10.60450279,-6.07031948,-4.008889137,10.47409054,-6.064636797,-4.040739971,10.47523137,-13.72683616,-89.97508007,103.7019162
0.009,-5.965880673,-4.673188028,10.65684909,-5.956334148,-5.575699905,-4.500749411,10.43865028,-5.452550442,-4.523919593,10.51213335,-5.514513227,-4.489753066,10.52353071,-5.565307932,-4.684357601,-4.57468012,10.52091891,10.65941472,-5.574534213,-4.530392022,10.49751427,-5.567744715,-4.561728573,10.49643711,-7.38369106,-93.66219787,101.0458889
0.00915,-5.453049892,-5.207815155,10.67876417,-5.44329873,-5.065448732,-5.005463611,10.42948981,-4.939412293,-5.02508034,10.49175733,-5.000570811,-4.994111053,10.51046723,-5.049843217,-5.218053471,-5.08154562,10.507766,10.6803439,-5.061498177,-5.037437556,10.48793492,-5.053652152,-5.06815844,10.48467427,-1.016904274,-97.04997602,98.0668803
0.0093,-4.92287914,-5.725805389,10.66664672,-4.912958725,-4.539611586,-5.494227207,10.38765959,-4.411123619,-5.510164254,10.43852326,-4.471247491,-5.482526593,10.46447975,-4.518852681,-5.735074072,-5.572217488,10.46172858,10.667234,-4.532851389,-5.528415708,10.44547237,-4.524005266,-5.558433796,10.44007243,5.353110751,-100.1275396,94.77442889
0.00945,-4.377046171,-6.225510566,10.62053074,-4.366993103,-3.999779465,-5.965534258,10.31335953,-3.869296476,-5.977693176,10.35266157,-3.928151392,-5.953502554,10.38577472,-3.973949417,-6.233774655,-6.045199071,10.38300616,10.62012318,-3.990197011,-6.001810388,10.37032735,-3.980410505,-6.031051073,10.36282995,11.70595004,-102.8849288,91.17897872
0.0096,-3.817267874,-6.705367408,10.54056602,-3.807119745,-3.44750566,-6.418060961,10.20679769,-3.315497981,-6.426350675,10.23443272,-3.372850757,-6.405710529,10.27458315,-3.416702531,-6.712595601,-6.499159664,10.27182704,10.53916544,-3.435112641,-6.456288377,10.26270462,-3.424438835,-6.48467891,10.25316988,18.02127333,-105.3133998,87.29212651
0.00975,-3.245327604,-7.163852401,10.42700961,-3.235122724,-2.884559803,-6.850450284,10.06830903,-2.751487046,-6.854794465,10.08423525,-2.807121814,-6.837799177,10.13125819,-2.848882171,-7.170017275,-6.932737325,10.1285487,10.42462202,-2.869379525,-6.890486023,10.12294521,-2.857864745,-6.917957088,10.11143919,24.27886603,-107.4051936,83.12632755
0.0099,-2.663038326,-7.599509692,10.28021728,-2.652815402,-2.312626308,-7.261376351,9.898317962,-2.178957329,-7.261731186,9.902533977,-2.23266384,-7.248451542,9.956245126,-2.272190646,-7.60458793,-7.344615407,9.953605381,10.27685279,-2.294702018,-7.303076223,9.951479331,-2.282389599,-7.32956567,9.938070578,30.45871152,-109.1536162,78.69490467
0.01005,-2.072233002,-8.010953201,10.10064367,-2.062030871,-1.733308526,-7.649585304,9.697317523,-1.599531428,-7.645945962,9.689853441,-1.651098624,-7.636431035,9.750050642,-1.688258293,-8.014925753,-7.73355467,9.747497683,10.0963164,-1.712707772,-7.692805518,9.74880366,-1.69963944,-7.718257341,9.733564039,36.54104782,-110.553078,74.01203019
0.0102,-1.474796983,-8.396867977,9.888859561,-1.464654316,-1.148387943,-8.013875601,9.465933922,-1.014987719,-8.00626637,9.446862433,-1.06421186,-8.000539391,9.513322643,-1.098873722,-8.399720208,-8.098355617,9.510868103,9.883587513,-1.125186944,-8.058463499,9.515561171,-1.111402977,-8.082830235,9.498563055,42.5064389,-111.5991075,69.09266861
0.01035,-0.8726299206,-8.756020488,9.645526449,-0.8625849076,-0.5596762101,-8.353165136,9.204769158,-0.4271011421,-8.341608461,9.174227712,-0.4738015385,-8.339684111,9.246696261,-0.505834985,-8.757742279,-8.43791406,9.244349635,9.639331296,-0.5339516897,-8.398952941,9.252373612,-0.5194842581,-8.422187883,9.233694153,48.33583676,-112.2883605,63.95252376
0.0105,-0.2676336298,-9.087266388,9.371401653,-0.2577237082,0.03109798383,-8.666434451,8.914519272,0.1624112319,-8.650962449,8.872687949,0.1184045253,-8.652838684,8.95089005,0.08912700054,-9.087852188,-8.751202579,8.948661233,9.364308569,0.059260593,-8.713241363,8.95995207,0.07438365512,-8.73530035,8.939670074,54.01064308,-112.6186342,58.6079911
0.01065,0.3382717649,-9.389546118,9.067353265,0.3480101721,0.6221425185,-8.952643371,8.596091775,0.751759764,-8.933324925,8.543159069,0.7106093078,-8.938971953,8.626809639,0.684203425,-9.388994965,-9.037189195,8.624698032,9.059390681,0.6526482149,-9.000287967,8.63920494,0.6683970303,-9.021133859,8.617394912,59.5127628,-112.588872,53.07610922
0.0108,0.9429998899,-9.661807725,8.734418378,0.9525317087,1.211631131,-9.210810735,8.250437992,1.339120896,-9.187745037,8.186608034,1.300977995,-9.197110161,8.275416522,1.277552263,-9.660123265,-9.294901353,8.273411643,8.725617688,1.244364945,-9.259109136,8.291088149,1.260714795,-9.278713772,8.267820729,64.82284392,-112.1991663,47.37632235
