"Time","Subsystem #1|Node Voltages|S1) M1","Subsystem #1|Node Voltages|S1) M2","Subsystem #1|Node Voltages|S1) M3","Subsystem #1|Node Voltages|S1) N1","Subsystem #1|Node Voltages|S1) N10","Subsystem #1|Node Voltages|S1) N11","Subsystem #1|Node Voltages|S1) N12","Subsystem #1|Node Voltages|S1) N13","Subsystem #1|Node Voltages|S1) N14","Subsystem #1|Node Voltages|S1) N15","Subsystem #1|Node Voltages|S1) N16","Subsystem #1|Node Voltages|S1) N17","Subsystem #1|Node Voltages|S1) N18","Subsystem #1|Node Voltages|S1) N19","Subsystem #1|Node Voltages|S1) N2","Subsystem #1|Node Voltages|S1) N20","Subsystem #1|Node Voltages|S1) N21","Subsystem #1|Node Voltages|S1) N3","Subsystem #1|Node Voltages|S1) N4","Subsystem #1|Node Voltages|S1) N5","Subsystem #1|Node Voltages|S1) N6","Subsystem #1|Node Voltages|S1) N7","Subsystem #1|Node Voltages|S1) N8","Subsystem #1|Node Voltages|S1) N9","Subsystem #1|Node Voltages|S1) S1","Subsystem #1|Node Voltages|S1) S2","Subsystem #1|Node Voltages|S1) S3"
0.04455,2.601989442,-10.25435203,7.666414525,2.610776222,2.826190991,-9.774379434,7.155583761,2.945617558,-9.741463428,7.062808309,2.916510185,-9.760816844,7.164244634,2.901857888,-10.24957503,-9.85592839,7.16248271,7.655471915,2.86445142,-9.823546628,7.188632296,2.882343929,-9.839501322,7.1617545,78.44024505,-109.2426931,30.8024481
0.0447,3.185861408,-10.40656609,7.234109814,3.19432389,3.393732982,-9.91980622,6.716378485,3.509544417,-9.883632098,6.613786721,3.483866636,-9.906411348,6.719130404,3.472539411,-10.40070906,-9.999980898,6.717420623,7.222470144,3.433714232,-9.968963151,6.746511709,3.452113885,-9.983553969,6.718462168,82.88625305,-107.5139627,24.6277096
0.04485,3.759675819,-10.52556243,6.77860614,3.767787456,3.951130658,-10.03387178,6.255384195,4.062973442,-9.994614323,6.143307304,4.040794435,-10.02070745,6.252210134,4.032856246,-10.51864925,-10.11243547,6.250528227,6.76631139,3.992677799,-10.08285031,6.282509817,4.011559383,-10.09604713,6.253356602,87.06758307,-105.4414943,18.37391126
0.045,4.321603868,-10.61094483,6.301332003,4.329340221,4.496655546,-10.1161515,5.773871528,4.60419864,-10.07398275,5.652679399,4.585568832,-10.10326682,5.764779057,4.581070234,-10.60300307,-10.19285354,5.763104271,6.288425567,4.539604139,-10.16477842,5.797915313,4.558943763,-10.17655016,5.767730733,90.97078671,-103.0319116,12.06112486
0.04515,4.869828116,-10.66241923,5.803812922,4.877166906,5.028456209,-10.16626147,5.273356146,5.13139487,-10.12136817,5.143434595,5.116343321,-10.15371369,5.258363718,5.115322821,-10.65347991,-10.24085509,5.256675991,5.790339362,5.072642066,-10.21437221,5.294251903,5.092412518,-10.22468511,5.263107855,94.58330689,-100.2929203,5.709613402
0.0453,5.402583151,-10.67980515,5.287637262,5.409504288,5.544811853,-10.18392786,4.75539719,5.642850389,-10.13649855,4.617150197,5.631395335,-10.17176556,4.734542708,5.63387236,-10.6699025,-10.25616633,4.73281313,5.273642032,5.590064142,-10.23136102,4.773094161,5.610233052,-10.24018268,4.741058659,97.89353,-97.23328028,-0.6602497246
0.04545,5.918156177,-10.66302631,4.75444653,5.924641707,6.044066703,-10.16894687,4.221549921,6.136919317,-10.11919454,4.075397764,6.129073726,-10.1572311,4.194889729,6.135049122,-10.65219749,-10.23859971,4.193089729,4.739975785,6.090213774,-10.21555374,4.236014288,6.110740973,-10.22285514,4.203153739,100.8908241,-93.86277933,-7.028044739
0.0456,6.414860325,-10.61210837,4.205950974,6.420894383,6.524460145,-10.12128605,3.673504646,6.611879819,-10.06941633,3.519904489,6.607630488,-10.11006701,3.641123521,6.617093854,-10.60039322,-10.18811205,3.639228802,4.191051384,6.571334741,-10.16692077,3.684724929,6.592179056,-10.1726658,3.6511082,103.5654283,-90.19206383,-13.37336448
0.04575,6.891095383,-10.52721943,3.643920541,6.896664114,6.984361079,-10.04101856,3.112989844,7.066121929,-9.98723059,2.952417632,7.065441584,-10.0303475,3.074991869,7.078367394,-10.51466016,-10.10478032,3.072982984,3.628639109,7.031797188,-10.0855519,3.120965448,7.052912734,-10.08969806,3.086667183,105.9089506,-86.23306361,-19.67588702
0.0459,7.345320316,-10.40861024,3.070151938,7.350411742,7.422232497,-9.928266187,2.541784365,7.498118972,-9.872773769,2.374722538,7.500973711,-9.91819646,2.49828369,7.517315398,-10.39525117,-9.988742493,2.496145202,3.054535879,7.470064192,-9.971577831,2.546523457,7.491397301,-9.974089902,2.511619357,107.9138393,-81.99840796,-25.91543138
0.04605,7.776060284,-10.25664679,2.486491231,7.780664185,7.836543787,-9.783285812,1.961809014,7.906352542,-9.726307303,1.788738126,7.912701312,-9.773869613,1.912927486,7.932396335,-10.24253409,-9.840268049,1.910645688,2.470587869,7.884607859,-9.825265143,1.963321899,7.906096802,-9.826108618,1.927890077,109.5736728,-77.50164495,-32.07202785
0.0462,8.181925401,-10.07180771,1.894808327,8.186033172,8.225853115,-9.606495817,1.374951968,8.289399216,-9.548237774,1.196367571,8.299187473,-9.597779835,1.320823187,8.322161424,-10.05698914,-9.65977981,1.318393137,1.878665006,8.273988998,-9.647037726,1.373252177,8.295567158,-9.646179879,1.337377534,110.8831363,-72.75715661,-38.12597969
0.04635,8.561604268,-9.854672511,1.296996983,8.565208762,8.588773618,-9.398408865,0.7831093452,8.645899957,-9.339066323,0.599523565,8.659059858,-9.390430566,0.72388197,8.685223507,-9.839197188,-9.447790607,0.721310638,1.280661033,8.63682625,-9.437412914,0.7782171689,8.65842321,-9.4348197,0.7419939639,111.838037,-67.78010811,-44.05792888
0.0465,8.913869389,-9.605935403,0.6949829234,8.91696477,8.924028619,-9.159665444,0.1882915465,8.974587687,-9.099419436,2.325940021E-4,8.99104251,-9.152449366,0.1241325544,9.020297635,-9.589853626,-9.204943871,0.1214302516,0.6785016327,8.971850169,-9.197028905,0.1802365036,8.993388667,-9.192672325,0.1437630333,112.4353185,-62.58639805,-49.84892048
0.04665,9.237581135,-9.326388612,0.09070470831,9.240162729,9.230452714,-8.890971471,-0.4074854268,9.274304713,-8.83000758,-0.5994843411,9.293984067,-8.88454236,-0.4763972635,9.326211948,-9.309751643,-8.931968734,-0.4792184229,0.07412530997,9.277901708,-8.926597181,-0.4186684675,9.299295699,-8.920459134,-0.455291764,112.673068,-57.1926051,-55.48046287
0.0468,9.531691557,-9.016926085,-0.5138925718,9.533755711,9.506973022,-8.593179409,-1.002245599,9.543997205,-8.531678381,-1.197624657,9.566815726,-8.587560771,-1.075707691,9.601883466,-8.999786011,-8.62973391,-1.078629457,-0.5305228822,9.553913366,-8.626981321,-1.016509854,9.575067718,-8.619045846,-1.053176513,112.5505238,-51.61593817,-60.93458566
0.04695,9.7951629,-8.678620711,-1.116699672,9.796706916,9.752518412,-8.267341479,-1.593875565,9.782621264,-8.205455673,-1.792053965,9.808480475,-8.262540607,-1.671662334,9.846255997,-8.661030249,-8.299291695,-1.674660813,-1.133333823,9.798815168,-8.299234035,-1.611161089,9.81964256,-8.289488339,-1.647760513,112.0680772,-45.87557167,-66.19250551
0.0471,10.02726713,-8.312436634,-1.716021064,10.0282891,9.966362623,-7.914428669,-2.18059225,9.98945737,-7.852322645,-2.380962188,10.01826308,-7.910454899,-2.262457606,10.0585968,-8.294449088,-7.941641312,-2.265501579,-1.732611961,10.01188873,-7.944329798,-2.200831868,10.03229247,-7.932777271,-2.237243981,111.227272,-39.98766874,-71.23960322
0.04725,10.22721802,-7.919583214,-2.30985365,10.22771672,10.14767993,-7.535651128,-2.760215615,10.16368392,-7.473488176,-2.962172866,10.1953389,-7.532515987,-2.845908188,10.23807312,-7.90125241,-7.558021068,-2.848965892,-2.32635412,10.19230841,-7.563492783,-2.783347001,10.21219099,-7.550143634,-2.819448328,110.0307992,-33.97163903,-76.05916015
0.0474,10.39438222,-7.50132913,-2.896294492,10.39435711,10.29588213,-7.132304132,-3.330791804,10.30473565,-7.070239385,-3.533721782,10.3391412,-7.130012057,-3.420047067,10.38411176,-7.482709317,-7.149743496,-3.423086938,-2.912657319,10.33949515,-7.15801959,-3.356750183,10.35875866,-7.14289334,-3.392414395,108.4824894,-27.84665642,-80.63583296
0.04755,10.5282263,-7.059017364,-3.47346394,10.52767745,10.41048598,-6.705707646,-3.890485737,10.41214028,-6.643893566,-4.093758615,10.44919675,-6.704259303,-3.983023244,10.49623179,-7.040163192,-6.718149565,-3.98600575,-3.489641809,10.45296794,-6.729236171,-3.919199573,10.47151664,-6.712362617,-3.954294404,106.5872984,-21.63234961,-84.95494877
0.0477,10.62831298,-6.594092512,-4.039478314,10.62724108,10.49106795,-6.257367895,-4.437313115,10.48550212,-6.195943324,-4.640295133,10.5251041,-6.256753579,-4.532843111,10.57402937,-6.575058988,-6.264761576,-4.535726241,-4.055423842,10.53231795,-6.278647898,-4.468708278,10.5500547,-6.260068167,-4.503098908,104.3512961,-15.34866495,-89.00263118
0.04785,10.69432926,-6.10806788,-4.592505171,10.69273567,10.53742257,-5.78883945,-4.969447085,10.52463053,-5.727937635,-5.171499817,10.56667125,-5.789042494,-5.067668055,10.61730756,-6.088910329,-5.791154051,-5.070411915,-4.608170962,10.57733556,-5.807813206,-5.003445605,10.59417205,-5.787576966,-5.036997114,101.7816441,-9.01577441,-92.76586964
0.048,10.72606688,-5.602511467,-5.13076341,10.72395369,10.5494415,-5.301664775,-5.485128504,10.52942388,-5.241426714,-5.685614525,10.57380049,-5.302667783,-5.585728854,10.62596816,-5.583285515,-5.298895852,-5.588294077,-5.146102088,10.58792108,-5.318273463,-5.521643487,10.6037686,-5.29644718,-5.55422228,98.88657311,-2.654004724,-96.23256839
0.04815,10.72343076,-5.0790625,-5.652514304,10.72080084,10.52713967,-4.79753913,-5.982615734,10.49991471,-4.738106397,-6.180892088,10.54652317,-4.799320279,-6.085273229,10.60003881,-5.059824064,-4.789705153,-6.087622252,-5.667478603,10.56409058,-4.811726735,-6.021556199,10.57886682,-4.788386969,-6.053028585,95.67535947,3.71623856,-99.39159803
0.0483,10.68642929,-4.539409434,-6.15607677,10.68328645,10.47065676,-4.27823623,-6.460283761,10.43626653,-4.219734821,-6.655693701,10.48499336,-4.280761806,-6.564656598,10.5396771,-4.520214692,-4.265364278,-6.56675423,-6.17061964,10.50598192,-4.289943646,-6.501544677,10.51961716,-4.265176349,-6.531779135,92.15816869,10.0745337,-102.2327024
0.04845,10.61520953,-3.985294621,-6.639851563,10.61155858,10.3802381,-3.745486094,-6.916618051,10.3387489,-3.688050391,-7.108497888,10.38947798,-3.748725023,-7.022355294,10.445154,-3.966199986,-3.727627995,-7.024169057,-6.653926296,10.41384819,-3.754663048,-6.960089901,10.42627913,-3.728562132,-6.988955981,88.34641791,16.40050878,-104.7469267
0.0486,10.51001448,-3.418501877,-7.102291807,10.50586143,10.2563124,-3.201081182,-7.350118951,10.2078007,-3.144858429,-7.537815926,10.26041513,-3.205005555,-7.456863641,10.31690118,-3.399563968,-3.178318442,-7.458372109,-7.115852182,10.28811233,-3.207681089,-7.395686268,10.29928219,-3.180353762,-7.423060479,84.25230313,22.6739014,-106.9262045
0.04875,10.37120325,-2.840862478,-7.541923571,10.36655539,10.09940125,-2.646876466,-7.759394926,10.04396701,-2.592026687,-7.942269732,10.09834172,-2.651466151,-7.866792156,10.15545999,-2.822138057,-2.619314111,-7.867975129,-7.554924043,10.12929397,-2.650863539,-7.806940484,10.13915731,-2.622423937,-7.832704169,79.88893579,28.87463072,-108.7635665
0.0489,10.19923439,-2.254231399,-7.957349799,10.19410047,9.910089859,-2.084697988,-8.143211874,9.847863364,-2.031381262,-8.320629646,9.903862324,-2.089931054,-8.25089926,9.961439814,-2.235777297,-2.052458043,-8.251740181,-7.969745711,9.937982848,-2.086043562,-8.192606894,9.946503607,-2.056610061,-8.216646809,75.27028648,34.98285597,-110.2531424
0.04905,9.994679207,-1.660500438,-8.347250778,9.989069573,9.68909933,-1.516435972,-8.500410931,9.620245596,-1.464808257,-8.671740998,9.677722321,-1.52228696,-8.608021589,9.735588988,-1.642373471,-1.479650043,-8.608507393,-8.358998585,9.714908296,-1.515112857,-8.551517798,9.72206251,-1.48480906,-8.573727677,70.41113349,40.9790447,-111.3901782
0.0492,9.758207756,-1.06157466,-8.710386683,9.752134495,9.437274947,-0.9439623641,-8.829895832,9.361981849,-0.8941826733,-8.994534076,9.420783914,-0.9504061738,-8.937066422,9.478773644,-1.043831493,-0.9027809463,-8.937191771,-8.721444202,9.460917492,-0.9399498801,-8.882571654,9.466690557,-0.9089048834,-8.902856301,65.32700687,46.84404065,-112.1710475
0.04935,9.490587277,-0.4593654164,-9.045611489,9.484064351,9.155535226,-0.3690926323,-9.130703491,9.07401192,-0.3213289126,-9.28807896,9.133982356,-0.3761049075,-9.23707847,9.191927672,-0.4420624317,-0.323684254,-9.23684975,-9.055938179,9.176931393,-0.3623771984,-9.184799384,9.181316161,-0.3307254863,-9.203076054,60.03414218,52.55912327,-112.5932654
0.0495,9.19268748,0.1442045837,-9.351871312,9.185730839,8.844892541,0.2063088226,-9.401984496,8.757370565,0.2518863794,-9.551541135,8.818344389,0.1987502832,-9.50720503,8.876081469,0.1610114533,0.2557647348,-9.506628593,-9.361428546,8.863961962,0.2157344472,-9.457334377,8.86696169,0.2478566218,-9.473534697,54.5494255,58.10606806,-112.6554936
0.04965,8.865537688,0.7470812438,-9.628141252,8.858165331,8.506442913,0.780324633,-9.642977174,8.413197683,0.8235689158,-9.784184273,8.474991974,0.7722546042,-9.746690778,8.532366039,0.7633367759,0.8336518318,-9.745775921,-9.636892628,8.523119758,0.792462001,-9.699409494,8.524745903,0.8249238716,-9.713470808,48.89173916,63.46580437,-112.3575435
0.0498,8.510070207,1.347599005,-9.873683692,8.502302261,8.141309628,1.35124156,-9.853059888,8.04263584,1.391992915,-9.985415203,8.105059415,1.342689118,-9.954922157,8.1619175,1.363248878,1.408247834,-9.953684812,-9.881595311,8.155520861,1.366088183,-9.910403486,8.155797849,1.398752075,-9.922273689,43.07666591,68.62371266,-111.7003786
0.04995,8.127507987,1.943703116,-10.08766354,8.119366776,7.750805231,1.917227923,-10.03163184,7.647011477,1.955319595,-10.15467504,7.709873763,1.908214334,-10.1313087,7.766059032,1.958694082,1.977704791,-10.12977715,-10.09470425,7.762481443,1.93476144,-10.08970468,7.761437387,1.967494473,-10.09935111,37.12406567,73.56204474,-110.6861104
0.0501,7.719047527,2.533563729,-10.26944766,7.710557554,7.336162344,2.476670589,-10.17829553,7.227572464,2.51191713,-10.29160906,7.290672462,2.467204366,-10.27546408,7.346035887,2.547843887,2.540388609,-10.27366707,-10.27558932,7.345233951,2.49684773,-10.23691259,7.342905587,2.529519187,-10.24431279,31.05247418,78.26551521,-109.3179894
0.05025,7.286004952,3.115292836,-10.41846278,7.277192888,6.898749437,3.027743997,-10.29267423,6.785724647,3.059980289,-10.39586622,6.848851538,3.0178394,-10.38701768,6.903246225,3.128811904,3.094480423,-10.38498853,-10.42368052,6.905158272,3.050515378,-10.35164058,6.901588636,3.083001522,-10.3567838,24.88131347,82.71908584,-107.6003993
0.0504,6.829769015,3.687041173,-10.53424862,6.82066359,6.439999486,3.568746017,-10.37453659,6.322927184,3.597822029,-10.4672453,6.385862599,3.558423637,-10.46574176,6.439141742,3.699750825,3.638281175,-10.46351668,-10.53852109,6.443696671,3.594053573,-10.43364884,6.4389347,3.626238322,-10.43653629,18.63036591,86.90847403,-105.5388399
0.05055,6.351783341,4.24700756,-10.6164454,6.342415246,5.961319641,4.098153537,-10.42371046,5.840601058,4.123909602,-10.50562559,5.903125378,4.087424798,-10.51148182,5.955140927,4.25886171,4.17024959,-10.50909712,-10.61975494,5.962266321,4.12592158,-10.48276219,5.956361434,4.157691723,-10.48340707,12.31969012,90.82022061,-103.1399107
0.0507,5.853576978,4.793405842,-10.66479529,5.84397873,5.464268379,4.614330437,-10.44008857,5.340320731,4.636618078,-10.5109467,5.402214051,4.603211884,-10.5241399,5.452815922,4.804360948,4.68874975,-10.52164161,-10.66712813,5.462438431,4.644476855,-10.49886322,5.455438563,4.675723285,-10.49729779,5.969540179,94.44175387,-100.411294
0.05085,5.336740214,5.324496328,-10.67915176,5.32694594,4.950391926,5.115695031,-10.42371665,4.823649339,5.134393154,-10.4832992,4.884687412,5.104211542,-10.50378261,4.933728858,5.334511729,5.192210283,-10.50121103,-10.68049816,4.945763539,5.148131368,-10.482005,4.937722995,5.178753876,-10.4782659,-0.399721794,97.76144638,-97.36172458
0.051,4.802904482,5.838591315,-10.65946211,4.792949732,4.421183184,5.600777353,-10.3747011,4.292106338,5.615784982,-10.42282946,4.352055382,5.588955289,-10.45053109,4.39939415,5.847629511,5.679161654,-10.44792046,-10.65981644,4.413752022,5.635399164,-10.432293,4.404725928,5.665308977,-10.42642177,-6.767680142,100.7685618,-94.00088169
0.05115,4.253780559,6.334052695,-10.60579794,4.24370207,3.87831633,6.068128067,-10.29321294,3.747362691,6.079351616,-10.32976407,3.805998779,6.055989684,-10.36457965,3.851491084,6.342079631,6.148144882,-10.36196465,-10.60515875,3.868086381,6.104816651,-10.34990099,3.858126039,6.133930849,-10.3419517,-13.11393327,103.4535262,-90.33959293
0.0513,3.691120599,6.809305336,-10.51833308,3.680956006,3.323482641,6.516369416,-10.17950027,3.191100628,6.523721668,-10.20440911,3.248205418,6.503932694,-10.24620146,3.291706761,6.816290663,6.59777334,-10.24361507,-10.51670311,3.310463808,6.554992219,-10.23508832,3.299616198,6.583232549,-10.22512097,-19.41815956,105.8077724,-86.38961287
0.05145,3.116702514,7.262844853,-10.39734243,3.106490089,2.758279224,6.94417399,-10.03392737,2.624932882,6.947597504,-10.04715859,2.680286065,6.931460682,-10.09577122,2.721658336,7.268762159,7.02672642,-10.0932395,-10.39472856,2.742498017,6.984587361,-10.08821518,2.730810201,7.011886218,-10.07629607,-25.66018088,107.8237615,-82.16358063
0.0516,2.532352293,7.693227924,-10.24321177,2.522130656,2.184415008,7.350214523,-9.856960244,2.050574407,7.349676238,-9.858518425,2.103960746,7.337253325,-9.913769822,2.143070375,7.698054925,7.433681058,-9.911312136,-10.23962498,2.165911214,7.392266908,-9.90975574,2.153429937,7.41856596,-9.895951847,-31.82002052,109.4950452,-77.67502467
0.05175,1.939921469,8.099089614,-10.05642467,1.929729284,1.603626464,7.733259578,-9.649121889,1.469763785,7.728753106,-9.639040988,1.520973758,7.720082876,-9.700728384,1.557688487,8.102808325,7.817407797,-9.698360731,-10.05187988,1.582455328,7.776794579,-9.70022862,1.569222722,7.802040486,-9.684612527,-37.87797878,110.8162798,-72.93830104
0.0519,1.341277682,8.479145513,-9.837561813,1.331153368,1.017635627,8.092173161,-9.410974041,0.8842159269,8.083703369,-9.389331257,0.9330533493,8.078812,-9.457224551,0.9672410605,8.481742378,8.17676358,-9.454960558,-9.832077759,0.9938690009,8.137025505,-9.460200171,0.9799207862,8.161169046,-9.442847922,-43.81469735,111.7832417,-67.96854439
0.05205,0.7383171769,8.832187146,-9.58731158,0.7282986266,0.4282236995,8.425851056,-9.143205748,0.2957025307,8.413438205,-9.110123749,0.3419845623,8.412338787,-9.183968013,0.3735162483,8.83365312,8.510640518,-9.181818584,-9.580910648,0.401943247,8.471850129,-9.190373045,0.3873118927,8.494845301,-9.17136249,-49.61122219,112.392839,-62.78161681
0.0522,0.1329472497,9.157087639,-9.306458475,0.1230715392,-0.1628526064,8.733213937,-8.846611238,-0.2940189147,8.716914251,-8.802233369,-0.2504685899,8.719594989,-8.881763615,-0.2217139192,9.157418239,8.817971,-8.879730492,-9.299166468,-0.1915512034,8.780187141,-8.891546261,-0.2068337443,8.801997412,-8.870953482,-55.24907203,112.6431211,-57.39404905
0.05235,-0.472919196,9.452805558,-8.995877877,-0.4826160577,-0.7538410165,9.013275949,-8.522015374,-0.8832034707,8.993171398,-8.466527289,-0.8425511439,8.999594183,-8.551458852,-0.8166857498,9.452000871,9.09776886,-8.549532347,-8.987723795,-0.7848509813,9.061046797,-8.56456503,-0.8007542064,9.081637304,-8.542460886,-60.71028383,112.5332848,-51.82300096
0.0525,-1.077193994,9.718310887,-8.656624664,-1.086677406,-1.342806976,9.26511498,-8.170382086,-1.469947299,9.24129202,-8.10400732,-1.432331661,9.251414115,-8.194036692,-1.409467634,9.716375594,9.349101849,-8.192207322,-8.647640392,-1.376009863,9.313498946,-8.210405308,-1.392512961,9.332840205,-8.186863621,-65.97601455,112.0636778,-46.08766323
0.05265,-1.678214975,9.952875024,-8.289633938,-1.687451843,-1.928143531,9.488005439,-7.792588198,-2.052655451,9.46055979,-7.715600165,-2.018207011,9.474326232,-7.810401883,-1.998445137,9.949818253,9.571237656,-7.808661587,-8.279854039,-1.963418709,9.536819573,-7.829961339,-1.980497013,9.55487575,-7.805060131,-71.03173997,111.2357962,-40.20405628
0.0528,-2.27400343,10.15570414,-7.896095467,-2.282962308,-2.507911322,9.681091796,-7.389807612,-2.629403992,9.650150761,-7.302502954,-2.598236064,9.66748446,-7.401745342,-2.581667762,10.15153935,9.763323431,-7.400073769,-7.885556938,-2.545131316,9.730155985,-7.424422883,-2.562759872,9.746894789,-7.398232925,-75.86074215,110.052282,-34.19153989
0.05295,-2.862667274,10.32614449,-7.477250491,-2.871318587,-3.08033856,9.843677881,-6.963244909,-3.198426384,9.809393746,-6.865929298,-3.170639011,9.83020128,-6.969275968,-3.157345425,10.32088932,9.924677945,-6.967648975,-7.465992432,-3.1193618,9.892820693,-6.994998,-3.13751546,9.908213765,-6.96758847,-80.44765,108.5169134,-28.06926336
0.0531,-3.442335921,10.46364333,-7.034416909,-3.450652033,-3.643711378,9.975207679,-6.514062633,-3.758025921,9.937748139,-6.40707248,-3.733700635,9.961924931,-6.514173923,-3.723749839,10.45731946,10.05473801,-6.512570829,-7.022480273,-3.684381928,10.02426182,-6.542865008,-3.703036475,10.03827786,-6.514306454,-84.77774914,106.634594,-21.85684485
0.05325,-4.011125036,10.56773902,-6.56901442,-4.019080369,-4.196106212,10.07517889,-6.043653124,-4.306310018,10.0347099,-5.927343611,-4.285503262,10.06214637,-6.037841081,-4.278956501,10.56037189,10.15299061,-6.036241996,-6.556441728,-4.238265416,10.12397779,-6.069417577,-4.257398552,10.1365809,-6.039785058,-88.83710837,104.4113391,-15.57423072
0.0534,-4.567201728,10.63807634,-6.082525246,-4.574772857,-4.735760754,10.14315763,-5.553415052,-4.841536946,10.09985738,-5.428162055,-4.824286739,10.13043091,-5.541693209,-4.821191638,10.62969501,10.21900147,-5.540078342,-6.069360301,-4.7792433,10.191535,-5.576072706,-4.79883107,10.20269137,-5.545436629,-92.61265904,101.8542555,-9.241596469
0.05355,-5.108781072,10.6744081,-5.576492349,-5.115946723,-5.26100104,10.17879703,-5.04482981,-5.36203435,10.13286941,-4.911016747,-5.348373462,10.16643998,-5.027221863,-5.3487575,10.66504495,10.25243521,-5.025567099,-5.562780004,-5.305635104,10.22659534,-5.064321436,-5.325645325,10.23627419,-5.032750871,-96.09224979,98.97152104,-2.879271254
0.0537,-5.634105868,10.67659967,-5.052539583,-5.640846913,-5.770015511,10.18188279,-4.519513906,-5.866024083,10.13353252,-4.377547693,-5.85596396,10.16995426,-4.496064422,-5.859838698,10.66629017,10.25307623,-4.49434623,-5.038325508,-5.815635017,10.22895129,-4.535795784,-5.836031284,10.23711745,-4.503359794,-99.26469125,95.77236184,3.492329411
0.05385,-6.141478174,10.64461421,-4.5123261,-6.147777616,-6.261088572,10.15231023,-3.979047235,-6.351815802,10.10172796,-3.829368115,-6.345352105,10.14085355,-3.949828763,-6.352719832,10.63339662,10.22080798,-3.948029228,-4.497656566,-6.307528986,10.19849337,-3.992097074,-6.328273,10.20511413,-3.95886754,-102.1196751,92.26689753,9.852777599
0.054,-6.629274172,10.57855517,-3.957581453,-6.635117042,-6.732580428,10.0900798,-3.425106823,-6.817796472,10.03745821,-3.268180418,-6.814908698,10.0791376,-3.390213524,-6.825752289,10.5664703,10.15563244,-3.388316296,-3.942503181,-6.779681406,10.13523413,-3.434917228,-6.800728026,10.14027064,-3.400968351,-104.6481802,88.4664958,16.18168444
0.05415,-7.095911814,10.47862044,-3.390089629,-7.101285079,-7.182873578,9.995269092,-2.859532843,-7.262354077,9.940814308,-2.695826027,-7.263011501,9.984889605,-2.819065422,-7.277297933,10.46571134,10.05764323,-2.817053994,-3.374649629,-7.230469955,10.03926206,-2.866099668,-7.251765308,10.04268025,-2.831505409,-106.8420865,84.38331534,22.45877116
0.0543,-7.5398831,10.34511828,-2.811673731,-7.544775545,-7.610443778,9.868057427,-2.284151258,-7.683966874,9.811990955,-2.114135306,-7.688135312,9.858300177,-2.238219976,-7.705813013,10.33142998,9.927043386,-2.236081488,-2.795919174,-7.658367168,9.910779134,-2.28747735,-7.679851202,9.912543256,-2.252313526,-108.6943626,80.03043362,28.66392903
0.05445,-7.959747204,10.17846648,-2.22419183,-7.964149282,-8.013803157,9.708788541,-1.700802383,-8.081168279,9.651321775,-1.524970067,-8.08879993,9.699704754,-1.649535207,-8.109804344,10.16404574,9.764176534,-1.647265506,-2.208169971,-8.061887873,9.750133972,-1.700899571,-8.083495119,9.75021003,-1.665248972,-110.1990768,75.42178998,34.77728677
0.0546,-8.354134065,9.979190629,-1.629541237,-8.358037766,-8.391492971,9.517936452,-1.111421159,-8.452527924,9.459264944,-0.9302881551,-8.463557374,9.509565532,-1.054966136,-8.487811917,9.964085702,9.569513759,-1.052568,-1.613299347,-8.439579743,9.557799165,-1.108312774,-8.461241599,9.556152245,-1.072264247,-111.3514117,70.57213002,40.77928168
0.05475,-8.721766056,9.747921145,-1.02963575,-8.725164754,-8.742221332,9.296066715,-0.5179736737,-8.7967666,9.236376169,-0.3320647767,-8.811126216,9.288438717,-0.4564924421,-8.83853673,9.732181546,9.343632059,-0.4539706782,-1.013221066,-8.790156353,9.334343351,-0.5116902109,-8.811795793,9.330946409,-0.4753343076,-112.1476791,65.4969511,46.65072803
0.0549,-9.06145038,9.485386073,-0.4264009121,-9.064338679,-9.064760048,9.043795924,0.07756280955,-9.112665834,8.983286117,0.2677154532,-9.130283754,9.036947574,0.1438952827,-9.160739523,9.469062392,9.087173147,0.1465318358,-0.4098606356,-9.112395697,9.080397622,0.08698420936,-9.133929373,9.075227207,0.1235530846,-112.58533,60.21244648,52.3728835
0.05505,-9.37208832,9.192424602,0.1782207322,-9.37446192,-9.357952138,8.761948854,0.673156047,-9.399093823,8.700804132,0.8670066065,-9.419888877,8.75590611,0.7441506876,-9.453265748,9.175568345,8.800970132,0.7468874188,0.194839433,-9.405151186,8.796785368,0.6856744248,-9.426487644,8.789825926,0.7223555708,-112.6629643,54.73546126,57.92750301
0.0552,-9.652616258,8.870047847,0.7821550692,-9.654471845,-9.620731118,8.451500876,1.266778871,-9.655007928,8.38987468,1.463752581,-9.678891354,8.446270179,1.342219046,-9.715055183,8.852711245,8.485994393,1.345035599,0.7988051085,-9.667360038,8.484477877,1.282336992,-9.688411372,8.475718446,1.319024557,-112.3803329,49.08488618,63.29544674
0.05535,-9.90225271,8.519158959,1.383716334,-9.903587823,-9.852191338,8.113389077,1.856510986,-9.879517225,8.05144376,2.05601523,-9.906393976,8.108981013,1.93616985,-9.945199593,8.501394866,8.143208845,1.939038514,1.400350643,-9.898126712,8.144422156,1.875059791,-9.918796661,8.133858246,1.911634173,-111.7383388,43.27620775,68.46213108
