Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|Vrms2,Subsystem #1|CTLs|Vars|Vrms3,Subsystem #1|CTLs|Vars|Vrms4,Subsystem #1|CTLs|Vars|Vrms6,Subsystem #1|CTLs|Vars|Vrms7
6.455526646,6.639566914,6.670452725,6.612049346,6.641553857,6.705657567
6.524757332,6.659289801,6.68781155,6.629482533,6.660330866,6.723113588
6.490110382,6.674862028,6.705774437,6.647438205,6.677237197,6.741089399
6.55799631,6.695450844,6.724115491,6.665894584,6.696967917,6.759509667
6.526693136,6.712089485,6.743010087,6.684827754,6.714877629,6.77840231
6.593074569,6.733445674,6.762237644,6.70421118,6.735463544,6.79769094
6.565084892,6.751052301,6.781962601,6.724019745,6.754275601,6.817399055
6.629802408,6.773071548,6.801974903,6.744227443,6.77561205,6.837454147
6.605084499,6.791544523,6.822426184,6.764806634,6.795222454,6.857873713
6.667978059,6.814115743,6.843114407,6.785728567,6.817197791,6.878586468
6.646477296,6.833345936,6.864180811,6.806966082,6.837495136,6.899606406
6.707388725,6.856354662,6.88543253,6.828488511,6.859994155,6.920864483
6.689040458,6.876229025,6.90699914,6.850268222,6.88086317,6.942370099
6.747818338,6.899558916,6.928699713,6.872274865,6.903768441,6.964058951
6.732548607,6.919959658,6.950647302,6.894475901,6.925089239,6.98593132
6.789031093,6.94348698,6.972674745,6.916843351,6.948276133,7.00792925
6.776761037,6.964293765,6.994881615,6.939342206,6.969926234,7.030047001
6.830794386,6.987892271,7.017111015,6.961943746,6.993267255,7.052229497
6.821434319,7.008983333,7.03945454,6.98461581,7.015122963,7.074470325
6.872872566,7.03252765,7.061761491,7.007324834,7.038491152,7.096713373
6.866314733,7.053772676,7.084111011,7.030037859,7.060420784,7.118947249
6.915016686,7.077135895,7.106369224,7.052725684,7.083687373,7.141124939
6.911156128,7.098407329,7.128596946,7.075349462,7.105561767,7.163224645
6.956976022,7.121457855,7.1506756,7.097883393,7.128593689,7.185206784
6.955704588,7.142630291,7.172655864,7.120289798,7.150285767,7.207047164
6.998499952,7.165237475,7.194424932,7.142537307,7.172950677,7.228704425
6.999704235,7.186181242,7.216028218,7.16459434,7.194329412,7.25015661
7.039342913,7.208216289,7.237359013,7.186424253,7.216496546,7.271361029
7.042900786,7.228805032,7.258459482,7.208003554,7.237434481,7.292299877
7.07925528,7.250139895,7.279224098,7.229285475,7.258973924,7.312924359
7.085040733,7.270244293,7.299693168,7.250255647,7.279340727,7.333222079
7.11799055,7.290755499,7.319767854,7.270862921,7.300126813,7.353143658
7.125883761,7.310254016,7.339484799,7.291100717,7.319800106,7.372680368
7.155314745,7.329821465,7.358749185,7.310909949,7.339710559,7.391779482
7.165181933,7.348589134,7.377590336,7.330289151,7.358564975,7.410432523
7.190990145,7.3670963,7.395927327,7.349180327,7.377481046,7.428592954
7.202711842,7.385019429,7.413780164,7.367585345,7.395402196,7.4462507
7.224790034,7.40235115,7.431074297,7.385440322,7.41320689,7.463358034
7.238240449,7.419314965,7.447825411,7.402754567,7.430079535,7.479908093
7.256505164,7.435369927,7.463974508,7.419468412,7.446669314,7.495861059
7.271561267,7.451267415,7.47951853,7.435583221,7.462386183,7.511199176
7.285925221,7.465943222,7.49441955,7.451049975,7.477656684,7.525895762
7.302476252,7.480678204,7.508661893,7.465867813,7.492121423,7.539928359
7.312860352,7.493879429,7.522218729,7.479988231,7.505975311,7.553273662
7.330797564,7.507361535,7.535070616,7.493417547,7.519097514,7.565913009
7.337140984,7.519005895,7.547199991,7.50610517,7.531450411,7.577824857
7.35635428,7.531148591,7.558577153,7.518058458,7.543143925,7.588987844
7.358604515,7.541161071,7.569202848,7.529233934,7.553918715,7.599391132
7.378992146,7.551888276,7.579031255,7.539634456,7.564107945,7.609004987
7.377107888,7.560202927,7.588086315,7.549227672,7.57323678,7.617833861
7.398577552,7.569449957,7.596303442,7.558009783,7.581857525,7.625837241
7.392520509,7.576007651,7.603727789,7.565957885,7.589279688,7.633032889
7.414998258,7.583723743,7.610284828,7.573069468,7.596281498,7.639378032
7.404746083,7.588477279,7.616030011,7.579321149,7.601948086,7.644893316
7.428151845,7.594613775,7.620880858,7.584713355,7.607283327,7.649535347
7.413693804,7.597528242,7.624910868,7.589229784,7.611157881,7.653335438
7.437965204,7.602053531,7.628026089,7.592869895,7.614795621,7.656246108
7.419305269,7.603104356,7.630315107,7.595622732,7.616852118,7.658306429
7.444386589,7.605995561,7.631674251,7.597487447,7.618770521,7.659466449
7.421536237,7.605170708,7.632208985,7.59846038,7.618995401,7.659774892
7.447378798,7.606413672,7.631800538,7.598535813,7.619181745,7.659174022
7.420366414,7.603710768,7.630577275,7.597722507,7.617571258,7.657728041
7.446931435,7.603305718,7.628404059,7.59600881,7.616027129,7.655370286
7.415797787,7.598735196,7.625431704,7.59341566,7.612590337,7.652179969
7.443064031,7.596696458,7.621510756,7.589927554,7.609331619,7.648083423
7.407852651,7.590276054,7.616805763,7.585568502,7.604085159,7.643166474
7.435805119,7.586627219,7.611163142,7.580329816,7.599136957,7.637358253
7.396577963,7.578389437,7.604756701,7.574233945,7.592112372,7.630747028
7.425214889,7.573165266,7.597429809,7.567279494,7.585511011,7.623265517
7.382038751,7.563149376,7.58935981,7.559482753,7.576746723,7.614999108
7.411362873,7.55639546,7.580397047,7.550859346,7.568539817,7.605893679
7.364327849,7.544658209,7.570718636,7.541414815,7.558091533,7.59602822
