Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|PI3,Subsystem #1|CTLs|Vars|PI5,Subsystem #1|CTLs|Vars|PI7,Subsystem #1|CTLs|Vars|QI3,Subsystem #1|CTLs|Vars|QI5,Subsystem #1|CTLs|Vars|QI7,Subsystem #1|CTLs|Vars|PF12,Subsystem #1|CTLs|Vars|PF23,Subsystem #1|CTLs|Vars|PF34,Subsystem #1|CTLs|Vars|PF37a,Subsystem #1|CTLs|Vars|PF62,Subsystem #1|CTLs|Vars|PF65,Subsystem #1|CTLs|Vars|PF76,Subsystem #1|CTLs|Vars|QF12,Subsystem #1|CTLs|Vars|QF23,Subsystem #1|CTLs|Vars|QF34,Subsystem #1|CTLs|Vars|QF37a,Subsystem #1|CTLs|Vars|QF62,Subsystem #1|CTLs|Vars|QF65,Subsystem #1|CTLs|Vars|QF76
7.429072518,1.050236405,0.9896073315,2.029901223,0.367190952,-0.7804417575,3.876282266,-1.263868172,-2.048249606,-0.3352180157,-1.314523198,-0.258915943,-0.1369727146,1.056939755,-0.5515858029,-0.9892261543,1.1655529,-2.602479664,0.1012267179,0.9143901652,1.82434467
7.431498095,1.051217731,0.9886338409,2.030532307,0.3672150359,-0.7802681424,3.880363504,-1.268179684,-2.046233913,-0.3279187033,-1.305928078,-0.2676550494,-0.1399344919,1.045295562,-0.5517917482,-0.9858958798,1.168965817,-2.607387359,0.09741418886,0.9235110779,1.823269439
7.433462913,1.052197653,0.9876402448,2.031044459,0.3672655396,-0.780226869,3.884429344,-1.272160858,-2.044107857,-0.3204151291,-1.296887203,-0.2762537174,-0.1431651497,1.033466289,-0.5519831227,-0.9819441778,1.171892748,-2.611451146,0.09333533272,0.93237511,1.821392411
7.434189405,1.053174689,0.986628194,2.031436954,0.3673424086,-0.7803182295,3.88847359,-1.275978666,-2.041504125,-0.3127210326,-1.287421453,-0.2846447781,-0.1467362748,1.021478068,-0.5521237621,-0.9778961614,1.174333934,-2.614674658,0.08891019171,0.9409629165,1.818722658
7.434435921,1.054147359,0.9855993766,2.03170926,0.3674455429,-0.7805423068,3.892490088,-1.279453811,-2.038787553,-0.3048474375,-1.277540254,-0.2928670644,-0.150564878,1.009343624,-0.5522516448,-0.9732329473,1.176281593,-2.617043623,0.08423550012,0.9492664131,1.815260159
7.43346129,1.055114185,0.9845555125,2.031861034,0.3675747966,-0.7808989659,3.896472735,-1.282751101,-2.035608226,-0.2968071578,-1.267262064,-0.3008551948,-0.1547228303,0.9970866331,-0.5523259357,-0.9684958207,1.177736991,-2.61856375,0.07922790155,0.9572662339,1.81101623
7.43199328,1.056073696,0.9834983545,2.03189213,0.3677299783,-0.7813878586,3.900415495,-1.285695841,-2.032316279,-0.2886130627,-1.256601513,-0.3086482219,-0.1591250802,0.9847228749,-0.5523912147,-0.9631545331,1.178695829,-2.619227459,0.07398945088,0.9649569864,1.805996091
7.429317378,1.057024434,0.9824296791,2.031802592,0.3679108517,-0.7820084205,3.904312405,-1.288450639,-2.028580011,-0.2802781485,-1.245576646,-0.316181898,-0.1638429581,0.9722752497,-0.5523994949,-0.9577629416,1.17915957,-2.619039925,0.06843373403,0.9723190794,1.800211434
7.426147878,1.057964948,0.981351282,2.031592656,0.3681171355,-0.7827598711,3.908157588,-1.290843715,-2.024730543,-0.2718156935,-1.234203525,-0.3234953845,-0.1687898627,0.9597596223,-0.5524015615,-0.9517799654,1.179125819,-2.617997041,0.06266765428,0.9793483789,1.793670518
7.421789772,1.058893805,0.9802649763,2.031262749,0.3683485041,-0.7836412154,3.911945262,-1.293037969,-2.020458679,-0.2632395766,-1.222502611,-0.3305265401,-0.1740363748,0.9471999381,-0.5523441303,-0.9457723002,1.178598229,-2.616107831,0.05660200877,0.986026908,1.786388194
7.416938671,1.05980959,0.9791725873,2.030813489,0.3686045885,-0.7846512445,3.915669749,-1.294863365,-2.016075395,-0.2545632104,-1.21049042,-0.3373142345,-0.1794948158,0.9346117358,-0.5522833784,-0.9391887574,1.177576027,-2.61337097,0.05034827201,0.992351576,1.778375321
7.410929303,1.060710905,0.9780759473,2.03024568,0.3688849769,-0.7857885357,3.919325488,-1.296482201,-2.011292982,-0.2458007886,-1.198188302,-0.3437986482,-0.1852349706,0.9220187244,-0.5521607672,-0.9326079603,1.176064347,-2.609797915,0.04381433288,0.9983054689,1.769648863
7.404426767,1.061596377,0.9769768947,2.029560312,0.3691892155,-0.7870514558,3.922907045,-1.297727944,-2.006403376,-0.2369660139,-1.18561429,-0.3500185078,-0.1911683708,0.9094368289,-0.5520390735,-0.925470059,1.174064988,-2.605392334,0.0371160226,1.003887498,1.760223569
7.396806321,1.062464658,0.9758772652,2.028758556,0.3695168094,-0.7884381627,3.926409119,-1.298761,-2.001139575,-0.2280734561,-1.172790665,-0.3559163213,-0.1973635538,0.8968893594,-0.5518521982,-0.9183630057,1.1715836,-2.6001658,0.03015847697,1.009081235,1.750116849
7.388697761,1.063314425,0.9747788904,2.027841767,0.3698672239,-0.7899466095,3.929826551,-1.299419892,-1.995774415,-0.2191370138,-1.159736633,-0.3615306678,-0.2037315653,0.8843925006,-0.5516709878,-0.9107192574,1.168624545,-2.594126935,0.02306162445,1.013887643,1.73934718
7.379507601,1.064144387,0.9736835917,2.026811474,0.3702398856,-0.7915745461,3.933154334,-1.299861783,-1.990062101,-0.2101713312,-1.146474694,-0.3668064287,-0.2103399377,0.8719687943,-0.5514218117,-0.9031360892,1.165194415,-2.587288484,0.01572781537,1.018291151,1.727933135
