Time,Subsystem #1|CTLs|Vars|PF12,Subsystem #1|CTLs|Vars|PF23,Subsystem #1|CTLs|Vars|PF34,Subsystem #1|CTLs|Vars|PF37,Subsystem #1|CTLs|Vars|PF62,Subsystem #1|CTLs|Vars|PF65,Subsystem #1|CTLs|Vars|PF76,Subsystem #1|CTLs|Vars|QF12,Subsystem #1|CTLs|Vars|QF23,Subsystem #1|CTLs|Vars|QF34,Subsystem #1|CTLs|Vars|QF37,Subsystem #1|CTLs|Vars|QF62,Subsystem #1|CTLs|Vars|QF65,Subsystem #1|CTLs|Vars|QF76
0,-1.688383645,-1.579923945,-0.929235685,-1.736910495,-1.116623368,-1.306330204,0.409349328,1.80828778,0.570951914,0.436695837,-0.322952452,0.867657635,1.477398131,0.832500865
1.50E-04,-1.692273403,-1.571058824,-0.925705065,-1.72455873,-1.11893066,-1.331113538,0.403384703,1.709895325,0.540233431,0.436371734,-0.355250002,0.80009309,1.434256846,0.796954526
3.00E-04,-1.684385214,-1.558329773,-0.92179201,-1.707821329,-1.113598586,-1.351000986,0.400801492,1.611088668,0.509455049,0.436059662,-0.387066468,0.732261468,1.387943452,0.76149153
4.50E-04,-1.664832278,-1.541900663,-0.917550547,-1.686925476,-1.100701559,-1.365730335,0.401633489,1.513125169,0.479025704,0.435747951,-0.417977495,0.665031751,1.339065026,0.726550924
6.00E-04,-1.633880921,-1.521996883,-0.913038801,-1.662154256,-1.080426333,-1.37513433,0.405864087,1.417256125,0.449333777,0.435443322,-0.447597919,0.599254856,1.288251641,0.692575646
7.50E-04,-1.591939728,-1.498883253,-0.908309626,-1.633824036,-1.053050009,-1.379121521,0.413423912,1.324692944,0.420738333,0.435157327,-0.475574869,0.535743463,1.236132819,0.659993496
9.00E-04,-1.539554034,-1.472853312,-0.903426248,-1.602300495,-1.01892885,-1.377644459,0.424217034,1.236609113,0.393613583,0.434884379,-0.501545793,0.475300658,1.18337889,0.62920529
0.00105,-1.477398757,-1.44424397,-0.898453417,-1.567989047,-0.978504927,-1.370735037,0.438102572,1.154124756,0.368306935,0.434627825,-0.525185816,0.418685296,1.130662145,0.60059432
0.0012,-1.406270023,-1.413417867,-0.893447824,-1.531313243,-0.932296172,-1.35849808,0.454893414,1.078278076,0.345124224,0.434397082,-0.546214378,0.366592669,1.07863026,0.574516359
0.00135,-1.327078107,-1.380763757,-0.888475749,-1.492737127,-0.88088908,-1.341093938,0.474378018,1.010027347,0.324366961,0.434189153,-0.564361871,0.319676965,1.027946777,0.551291434
0.0015,-1.240828779,-1.346689276,-0.883600435,-1.452741756,-0.824930415,-1.318746335,0.496308965,0.950235447,0.306299772,0.434005264,-0.579400893,0.278524185,0.97925068,0.531205327
0.00165,-1.148618305,-1.311617683,-0.87887811,-1.411814756,-0.765123878,-1.291746721,0.520404005,0.899653075,0.291139784,0.433853388,-0.591155297,0.243640009,0.93314093,0.514509012
0.0018,-1.051616417,-1.275985785,-0.874369747,-1.370465749,-0.702215152,-1.260433682,0.546360938,0.85891519,0.279083351,0.433731273,-0.599473457,0.215462381,0.890201441,0.501408339
0.00195,-0.951050615,-1.240231953,-0.870131781,-1.329203988,-0.636988795,-1.225198717,0.573854122,0.82853645,0.270285059,0.43363906,-0.604249036,0.194345943,0.85097353,0.49206565
0.0021,-0.848194435,-1.204797735,-0.866211998,-1.288531474,-0.57025795,-1.186487344,0.602532621,0.808897247,0.264846499,0.433582851,-0.605430912,0.180552197,0.815940419,0.486602621
0.00225,-0.744348254,-1.170122985,-0.86266183,-1.248954532,-0.502853683,-1.144781685,0.632039014,0.800243639,0.262841943,0.4335597,-0.602999569,0.174260725,0.785551282,0.485088876
0.0024,-0.640822462,-1.13663547,-0.85952445,-1.210959047,-0.435615006,-1.100599608,0.662002692,0.80268734,0.264296892,0.433570474,-0.596984626,0.175555812,0.760189645,0.487549006
0.00255,-0.538926534,-1.104751078,-0.856835391,-1.175010528,-0.369382801,-1.054495912,0.692043648,0.816196236,0.269186581,0.433618804,-0.587467195,0.184426638,0.740172806,0.493961273
0.0027,-0.439934914,-1.074865789,-0.854636501,-1.141568539,-0.304985081,-1.007035735,0.721791227,0.840626661,0.277481932,0.43369041,-0.574540274,0.200783502,0.725782221,0.50424077
0.00285,-0.345129799,-1.047364153,-0.852943765,-1.111034014,-0.243238593,-0.958837233,0.750855935,0.87565245,0.289035845,0.433812875,-0.55840704,0.224416662,0.717172501,0.51829266
0.003,-0.255707267,-1.022586622,-0.851785017,-1.0838,-0.184916946,-0.910486027,0.778878192,0.920826672,0.303723421,0.433963291,-0.539243781,0.255044353,0.714480357,0.535932291
0.00315,-0.172804627,-1.000851924,-0.851179012,-1.060216352,-0.130758614,-0.862590624,0.805506164,0.975588906,0.321361543,0.434142208,-0.517291826,0.29229397,0.717753376,0.556949711
0.0033,-0.097477868,-0.982444111,-0.851126733,-1.040575656,-0.081460924,-0.815769258,0.830387836,1.039245636,0.341709166,0.434361871,-0.49284723,0.335703595,0.726945676,0.581104366
0.00345,-0.0306851,-0.967598766,-0.851636036,-1.02514112,-0.037655097,-0.770604676,0.853211324,1.110993079,0.364525108,0.434604861,-0.466201175,0.384737535,0.741966159,0.608087334
0.0036,0.026721349,-0.956514925,-0.852704383,-1.014119408,9.18E-05,-0.727673517,0.873684192,1.189935629,0.389525526,0.434869961,-0.437689713,0.438787481,0.762639593,0.637567483
0.00375,0.074000898,-0.949348482,-0.854312984,-1.007653519,0.031279896,-0.687535526,0.891530983,1.275076635,0.416384063,0.43516227,-0.407684916,0.497176524,0.788706341,0.669186571
0.0039,0.110540582,-0.946202794,-0.856449954,-1.005845897,0.055496916,-0.650704384,0.906524221,1.365340227,0.444774253,0.435468678,-0.376556274,0.559171647,0.819856852,0.702538772
0.00405,0.135859786,-0.947130826,-0.859090409,-1.008733379,0.072412638,-0.617659507,0.918463848,1.459589002,0.474340164,0.435785076,-0.344696544,0.623989474,0.855705701,0.737201149
0.0042,0.14961523,-0.952141418,-0.862197838,-1.016288584,0.08178302,-0.588845694,0.927180355,1.556628776,0.504698991,0.436115,-0.312520653,0.690806777,0.895798854,0.772740338
0.00435,0.151616214,-0.961183257,-0.865739046,-1.028432806,0.08347234,-0.564639264,0.932561038,1.655224645,0.535475428,0.436445661,-0.28042867,0.758769863,0.939638222,0.808691183
0.0045,0.141821254,-0.974154742,-0.869670558,-1.045022939,0.077436335,-0.545367296,0.934527305,1.754124367,0.566278403,0.436774532,-0.248830789,0.827008233,0.986668069,0.844590402
0.00465,0.120339421,-0.990906029,-0.873939704,-1.065855034,0.063724824,-0.531301645,0.933037427,1.852062292,0.596708453,0.43710206,-0.218137644,0.894642059,1.036284812,0.879976489
0.0048,0.087433237,-1.011228988,-0.878494337,-1.090671597,0.042498763,-0.522634464,0.9281054,1.947782111,0.626381757,0.437417582,-0.188735959,0.960795175,1.087854971,0.9143795
0.00495,0.043510446,-1.034872892,-0.883277222,-1.119160727,0.014015495,-0.519495677,0.919787555,2.040056761,0.654917635,0.437718154,-0.161003844,1.02460943,1.140714944,0.947349404
0.0051,-0.01088098,-1.061544242,-0.888224959,-1.150958966,-0.021375998,-0.521948287,0.908179006,2.127696598,0.681943211,0.438003668,-0.135304022,1.085253014,1.194177995,0.978455554
0.00525,-0.075056921,-1.090898063,-0.893273294,-1.185655538,-0.063226771,-0.52997024,0.893423937,2.20956871,0.70711069,0.438265143,-0.111964006,1.141930408,1.247548625,1.007279535
0.0054,-0.148166626,-1.122553668,-0.898360197,-1.222802838,-0.110996893,-0.543464822,0.875713671,2.284626059,0.73010615,0.43849601,-0.091276588,1.193902887,1.300137105,1.03343642
0.00555,-0.229366475,-1.156113535,-0.903412284,-1.261912736,-0.164090533,-0.562287334,0.855258896,2.351895424,0.750618073,0.438704271,-0.073524828,1.240488591,1.351249344,1.0565872
0.0057,-0.317561552,-1.191126632,-0.908368421,-1.302472712,-0.221798896,-0.58617894,0.832337631,2.410494522,0.768387582,0.438874415,-0.058922856,1.281071894,1.400219154,1.076410955
0.00585,-0.411636854,-1.227155564,-0.913158785,-1.343952046,-0.283397896,-0.614867672,0.807225337,2.459654897,0.783157513,0.439024819,-0.047690376,1.315118414,1.446397662,1.09266661
0.006,-0.510373017,-1.26370614,-0.917721519,-1.385795708,-0.348064401,-0.647957312,0.780258262,2.498725544,0.79474464,0.439135741,-0.039953834,1.342174636,1.489178412,1.105117849
0.00615,-0.612493573,-1.300299884,-0.921999747,-1.427454035,-0.414950259,-0.685018217,0.751789336,2.527199747,0.802999292,0.439209115,-0.035813585,1.361892398,1.528007015,1.113607055
0.0063,-0.71667976,-1.336460495,-0.925932144,-1.468372208,-0.483190328,-0.72558206,0.722176874,2.544698869,0.807796968,0.439252998,-0.035338977,1.374008869,1.562366468,1.118030101
0.00645,-0.821579596,-1.371700411,-0.929469075,-1.508005553,-0.55187678,-0.769101637,0.691814779,2.550991675,0.809085034,0.439256614,-0.038520767,1.378370719,1.591812866,1.118321699
0.0066,-0.925833542,-1.405553897,-0.93256697,-1.545831696,-0.620108976,-0.815003427,0.661100803,2.546002983,0.806852889,0.439220868,-0.045311742,1.374931951,1.61596949,1.114484308
0.00675,-1.028093726,-1.437580097,-0.935180354,-1.581348836,-0.687002844,-0.862696566,0.630424207,2.529797716,0.80111831,0.439152215,-0.055631701,1.363739224,1.634517175,1.106575936
0.0069,-1.127033418,-1.467355506,-0.937277,-1.614089581,-0.751677679,-0.911546579,0.600190188,2.502588836,0.791965804,0.439045596,-0.069332052,1.344950344,1.647223095,1.094701325
0.00705,-1.221372638,-1.494493485,-0.938832524,-1.643630035,-0.813291437,-0.960913035,0.570793788,2.464741367,0.779520686,0.438902692,-0.086226639,1.318826339,1.653935037,1.079023744
0.0072,-1.309893811,-1.518643715,-0.939823536,-1.669584834,-0.871052197,-1.010157027,0.542607723,2.416749635,0.763938948,0.438729082,-0.10609679,1.285712227,1.654566691,1.05975597
0.00735,-1.391456824,-1.539495979,-0.940239833,-1.691623813,-0.92421608,-1.058634714,0.515997737,2.359240088,0.745429318,0.438525105,-0.128674325,1.246053921,1.649123851,1.03715464
0.0075,-1.465015528,-1.556785443,-0.94007832,-1.709470885,-0.972098745,-1.105713128,0.491307583,2.292965383,0.724239753,0.438291305,-0.15365441,1.200380588,1.637691142,1.011518545
0.00765,-1.529635225,-1.570299813,-0.93933938,-1.72290423,-1.014099313,-1.150793184,0.468846912,2.218786265,0.700638609,0.438035183,-0.180715498,1.149289589,1.62042099,0.983187617
0.0078,-1.584496858,-1.579876346,-0.938036887,-1.731767147,-1.049692699,-1.193296243,0.448904005,2.137665409,0.674938479,0.43775837,-0.209497761,1.093454657,1.597552627,0.952533339
0.00795,-1.628907675,-1.585401836,-0.936188809,-1.735960876,-1.078435809,-1.232675818,0.431728846,2.050655479,0.647475345,0.437462447,-0.239621216,1.0336047,1.569390699,0.919951663
0.0081,-1.662315325,-1.586823892,-0.933819375,-1.735449476,-1.099985748,-1.268443673,0.417531707,1.958878353,0.618598033,0.43715562,-0.270701469,0.970511594,1.536302794,0.885866513
0.00825,-1.684269557,-1.584133267,-0.930966214,-1.730261761,-1.114076641,-1.300134019,0.406498657,1.863561145,0.588713029,0.436829551,-0.302306005,0.90500983,1.498741851,0.85070824
0.0084,-1.694569599,-1.577398513,-0.927658319,-1.720478579,-1.120577011,-1.327394928,0.398742783,1.765874065,0.55815463,0.436512267,-0.334075776,0.837907061,1.457161829,0.814936758
0.00855,-1.693081914,-1.566709127,-0.923945469,-1.706245587,-1.119410128,-1.349863398,0.394369196,1.667069707,0.527338475,0.436188411,-0.365572554,0.770074222,1.41211695,0.778994705
0.0087,-1.679844048,-1.552218946,-0.919878942,-1.687765257,-1.110615731,-1.367270744,0.3934274,1.568412302,0.496657217,0.435865379,-0.396395477,0.702373823,1.364186941,0.743338207
0.00885,-1.655039459,-1.534129541,-0.915504715,-1.665278798,-1.094333577,-1.379429013,0.395912003,1.471148082,0.466476997,0.435557933,-0.426176056,0.635642489,1.313960639,0.708416756
0.009,-1.618993964,-1.512675336,-0.910884045,-1.639089111,-1.070779017,-1.386181433,0.401793629,1.376513523,0.437197469,0.435257411,-0.454516317,0.570730858,1.262089405,0.67465909
0.00915,-1.572174735,-1.488137052,-0.90607854,-1.609539953,-1.040266627,-1.387455624,0.410993663,1.285716011,0.409192592,0.434969101,-0.481057158,0.508455174,1.209232149,0.642484965
0.0093,-1.515187497,-1.460831061,-0.901142251,-1.577002019,-1.003195568,-1.383256185,0.423382524,1.199901297,0.382799016,0.434703898,-0.505479307,0.449580318,1.156035177,0.612292999
0.00945,-1.448763069,-1.431103403,-0.896143257,-1.541896461,-0.960040649,-1.373638519,0.438807044,1.12015476,0.358363144,0.434457051,-0.527461546,0.394849667,1.103179651,0.584450944
0.0096,-1.373749463,-1.399328476,-0.891145001,-1.504667747,-0.91134987,-1.358729509,0.457070187,1.047485642,0.336196031,0.43423032,-0.546723285,0.344946458,1.051328354,0.55929886
0.00975,-1.291106674,-1.365904332,-0.886204339,-1.465775107,-0.857740225,-1.338729212,0.477934753,0.982806113,0.316563436,0.434033033,-0.563033482,0.300481588,1.001114822,0.537147454
0.0099,-1.201884478,-1.331249137,-0.881387582,-1.425711015,-0.79988404,-1.313887746,0.501142783,0.926928442,0.299721823,0.433862183,-0.576177326,0.262013853,0.9531761,0.518265287
0.01005,-1.10721161,-1.29579041,-0.876754486,-1.384973307,-0.738503743,-1.284515658,0.526403712,0.880556809,0.285883823,0.433719261,-0.58598588,0.230022521,0.908110288,0.50288279
0.0102,-1.008285301,-1.259964957,-0.872356974,-1.344061227,-0.674364499,-1.250983483,0.553395989,0.844270453,0.275213427,0.433610192,-0.592341125,0.204900934,0.866468745,0.491190878
0.01035,-0.906354932,-1.224216822,-0.868253554,-1.303488953,-0.608266295,-1.213707339,0.581786723,0.818524374,0.26785079,0.433533055,-0.595155989,0.186967472,0.828779532,0.48333293
0.0105,-0.802704575,-1.188985222,-0.864493726,-1.263758032,-0.54102808,-1.173145943,0.611222359,0.803643289,0.263888064,0.433488532,-0.594390968,0.17644921,0.795513651,0.47940684
0.01065,-0.69864299,-1.154704711,-0.861120099,-1.225357287,-0.473486527,-1.129803962,0.641333442,0.799811831,0.263367615,0.43348134,-0.590058996,0.173478586,0.76708148,0.479467159
0.0108,-0.595483364,-1.121799827,-0.85817775,-1.188770524,-0.406484539,-1.084216467,0.67174768,0.807077531,0.266300987,0.433508458,-0.582207223,0.178101457,0.743847809,0.483515339
0.01095,-0.494515239,-1.090676036,-0.85570436,-1.154458458,-0.340856581,-1.036942421,0.702086091,0.825367858,0.272661018,0.433566014,-0.570922452,0.19027172,0.726113991,0.491502956
0.0111,-0.397046407,-1.061726925,-0.853724591,-1.122844929,-0.277427503,-0.988577573,0.731963375,0.854436558,0.282356917,0.433663675,-0.55635673,0.209843136,0.714095712,0.503344024
0.01125,-0.304291017,-1.035313289,-0.852270869,-1.094341314,-0.216989924,-0.939710756,0.761015998,0.893925371,0.295277864,0.433789543,-0.538675928,0.236582563,0.707965342,0.518890482
0.0114,-0.21743063,-1.01177681,-0.851355031,-1.069303267,-0.160312763,-0.890967815,0.788868837,0.943332148,0.311237944,0.433960363,-0.518126137,0.270159645,0.707789501,0.5379724
0.01155,-0.137566224,-0.991410234,-0.850993834,-1.048062216,-0.108113499,-0.842943907,0.815176074,1.002031193,0.330050758,0.434157868,-0.494944589,0.310164181,0.71359304,0.560344828
0.0117,-0.065713414,-0.974478877,-0.851195222,-1.030900379,-0.061058522,-0.796242841,0.839607196,1.069289811,0.351480121,0.434382945,-0.469424276,0.356103869,0.725315676,0.585737942
0.01185,-0.002790479,-0.961209286,-0.851953215,-1.018042345,-0.019756641,-0.751461502,0.861846281,1.144258072,0.375244749,0.434641579,-0.441898634,0.407407788,0.742812039,0.61384902
0.012,0.050397398,-0.951776886,-0.853264584,-1.00967322,0.015258707,-0.709159215,0.881615785,1.225990124,0.401056886,0.434919856,-0.412702721,0.463437304,0.765882339,0.644319202
0.01215,0.093164867,-0.946313006,-0.855114541,-1.0059176,0.043524102,-0.669876977,0.89865941,1.313459661,0.428592329,0.43521624,-0.382206444,0.52349069,0.794245758,0.676770327
0.0123,0.124955786,-0.944903533,-0.857479079,-1.00684043,0.064655932,-0.634126451,0.912750999,1.405559458,0.457497292,0.435532327,-0.350804363,0.586811746,0.827549083,0.710799583
0.01245,0.145352587,-0.947579617,-0.860332416,-1.012452371,0.078369556,-0.602364332,0.923711338,1.501120775,0.487414002,0.435856425,-0.318887274,0.652597358,0.865383191,0.745967901
0.0126,0.15408121,-0.954325197,-0.863640964,-1.022703055,0.084468818,-0.575008078,0.931395967,1.598935069,0.517963352,0.436186984,-0.286864477,0.720011139,0.907274738,0.781829587
0.01275,0.151015004,-0.965068406,-0.867361996,-1.037479076,0.082848819,-0.552422526,0.935696423,1.697755255,0.548752771,0.436521856,-0.255149871,0.788190107,0.952692529,0.817925613
0.0129,0.136177351,-0.979683128,-0.871450888,-1.05661129,0.07351044,-0.534906131,0.936553032,1.796319724,0.57939364,0.436852972,-0.224146321,0.856257004,1.001062766,0.85378552
0.01305,0.109742334,-0.997995725,-0.875856608,-1.079871394,0.056555583,-0.522697016,0.933949762,1.893368895,0.609493991,0.437176839,-0.194253795,0.923333384,1.051768216,0.888944057
0.0132,0.072032313,-1.019782642,-0.880521802,-1.106972083,0.032183027,-0.515968199,0.927914971,1.987656909,0.638664086,0.437491297,-0.165862394,0.98854977,1.104157152,0.922944344
0.01335,0.023517157,-1.044769313,-0.885387452,-1.137576835,6.93E-04,-0.514816264,0.918521506,2.077969374,0.666529814,0.437789407,-0.139337775,1.051056151,1.157554985,0.955337169
0.0135,-0.03519196,-1.072639041,-0.890392026,-1.171301079,-0.037522598,-0.519267587,0.905886988,2.163142799,0.69273278,0.438067518,-0.115024994,1.110037692,1.211272717,0.985697722
0.01365,-0.10335186,-1.103036996,-0.89546791,-1.207713163,-0.081980802,-0.529278785,0.890167787,2.242073887,0.71692753,0.438324494,-0.093246911,1.164720736,1.264610305,1.013627941
0.0138,-0.180055905,-1.135560613,-0.900552101,-1.246343188,-0.132093508,-0.544709887,0.87157757,2.313751879,0.738824263,0.438543703,-0.074267402,1.214392054,1.316880898,1.038742407
0.01395,-0.264387446,-1.169812391,-0.905573644,-1.286696562,-0.187245255,-0.565403143,0.850337995,2.377243599,0.75810521,0.438748204,-0.058372081,1.25840002,1.367396124,1.060739519
0.0141,-0.355245423,-1.205323464,-0.910467402,-1.328240349,-0.246700749,-0.591066998,0.826734668,2.431708574,0.774529438,0.438914699,-0.045750716,1.296156917,1.415494782,1.079305039
0.01425,-0.451463659,-1.241631038,-0.915172276,-1.370436733,-0.309683499,-0.621368862,0.801077755,2.476442001,0.787883981,0.439045157,-0.036572505,1.327172436,1.460554137,1.094200899
0.0144,-0.551801158,-1.278267466,-0.919621572,-1.412730534,-0.375383898,-0.65593254,0.773691333,2.51085207,0.797975554,0.439148828,-0.030979942,1.351034808,1.501978939,1.105243378
0.01455,-0.654953919,-1.314736257,-0.923757514,-1.454561222,-0.442924939,-0.694286302,0.744942256,2.534484262,0.804679834,0.439212651,-0.029035987,1.367429895,1.539230144,1.112277073
0.0147,-0.759582222,-1.350557206,-0.927529365,-1.495383112,-0.511421053,-0.735924322,0.715209905,2.547035659,0.807913443,0.439237782,-0.030768314,1.376152539,1.571831044,1.115218254
0.01485,-0.864330137,-1.385261547,-0.930883081,-1.534656718,-0.579983988,-0.780310394,0.68487345,2.548339776,0.807621516,0.439231112,-0.036170268,1.377087168,1.599352966,1.114039155
0.015,-0.967839331,-1.418384875,-0.9337748,-1.57186325,-0.647705577,-0.826848282,0.654335258,2.538378085,0.803814575,0.439185212,-0.045164613,1.370228342,1.62144466,1.108755632
0.01515,-1.068770048,-1.449494342,-0.936170972,-1.60652105,-0.713697435,-0.874922358,0.623999485,2.51728464,0.796550181,0.439100574,-0.05763155,1.355681262,1.637833704,1.099447363
0.0153,-1.16582234,-1.4781881,-0.938037267,-1.638177828,-0.77710846,-0.923911264,0.594252903,2.485339213,0.785913726,0.438984203,-0.073420731,1.333640523,1.648309913,1.086249404
0.01545,-1.257743985,-1.504086379,-0.93934902,-1.666420925,-0.837110467,-0.973163677,0.565484842,2.442958865,0.772049695,0.438832442,-0.092320718,1.304404268,1.652748238,1.069338762
0.0156,-1.34335007,-1.526859655,-0.940094228,-1.69089521,-0.892928137,-1.02203511,0.538072482,2.390703034,0.75514767,0.438647371,-0.114081636,1.268372449,1.651113388,1.048950182
0.01575,-1.421540043,-1.546218551,-0.94026074,-1.71128775,-0.943849347,-1.06989673,0.512364014,2.32925307,0.735419888,0.438435591,-0.138429473,1.226017729,1.643431531,1.025359652
0.0159,-1.49131093,-1.561919475,-0.939847189,-1.727345848,-0.989222503,-1.116125901,0.488689399,2.259408848,0.713127306,0.438197064,-0.165045231,1.177901697,1.629818488,0.998881048
0.01605,-1.551771873,-1.573770003,-0.938864096,-1.738879855,-1.028475959,-1.160123979,0.467354879,2.182081446,0.688567971,0.437933821,-0.1935797,1.124664586,1.610472798,0.969867659
0.0162,-1.602158324,-1.581631943,-0.937322387,-1.745753708,-1.061125184,-1.201336094,0.448624726,2.098272277,0.662052474,0.437653939,-0.223674397,1.066996114,1.585651148,0.938703265
0.01635,-1.64183873,-1.585417188,-0.935243283,-1.747895743,-1.086767981,-1.239238412,0.432734589,2.009062762,0.633924815,0.437359058,-0.254941246,1.005645646,1.555686289,0.905794522
0.0165,-1.67029161,-1.585090334,-0.932661217,-1.745302913,-1.105089625,-1.273343126,0.419889966,1.91564017,0.604569041,0.43704623,-0.286963412,0.941422272,1.520991976,0.871566626
0.01665,-1.687237374,-1.580680034,-0.929604073,-1.738021023,-1.115893263,-1.303245872,0.410234638,1.819158384,0.574344612,0.436731176,-0.319354209,0.875137058,1.482006553,0.836464904
0.0168,-1.692437394,-1.572252437,-0.926117658,-1.726165542,-1.119053593,-1.328560502,0.403894422,1.720881373,0.543651359,0.436407956,-0.351685741,0.807648561,1.439250577,0.80093518
0.01695,-1.685856165,-1.559943498,-0.922244948,-1.709904095,-1.114568499,-1.349006223,0.400931897,1.622053211,0.512858881,0.436094161,-0.383576597,0.739800448,1.393262453,0.765438072
0.0171,-1.667590516,-1.543913661,-0.918037028,-1.689455602,-1.102504376,-1.364319909,0.401382816,1.52393067,0.482370015,0.435781996,-0.414608608,0.672457542,1.344638489,0.730414562
0.01725,-1.637888366,-1.524382062,-0.913552636,-1.665098448,-1.083036501,-1.374324489,0.405236368,1.427765435,0.452576101,0.435476107,-0.444391771,0.60647387,1.294008086,0.696307771
0.0174,-1.597142364,-1.501608652,-0.908845017,-1.637144421,-1.056433211,-1.378919463,0.412429681,1.3347733,0.423839937,0.435187548,-0.472569484,0.542667004,1.242001628,0.66354751
0.01755,-1.545882761,-1.475885471,-0.903975582,-1.605954426,-1.023039818,-1.37805181,0.422868612,1.246131286,0.396533294,0.434912801,-0.49878046,0.481841154,1.189284697,0.632537913
0.0177,-1.484771155,-1.447544118,-0.899009387,-1.571929897,-0.983290419,-1.371745315,0.436417999,1.162965845,0.371007494,0.434654324,-0.522695383,0.424760801,1.13652988,0.603664328
0.01785,-1.414591425,-1.416944057,-0.894003982,-1.535492725,-0.937694962,-1.360096883,0.452895626,1.086325837,0.347573574,0.434420508,-0.544027988,0.372128871,1.084388309,0.577285823
0.018,-1.336242602,-1.384471048,-0.889024121,-1.497101759,-0.886831699,-1.343258723,0.472092472,1.017180301,0.326533425,0.434209691,-0.562507307,0.324604481,1.033521315,0.553726187
0.01815,-1.25072058,-1.350532074,-0.884134409,-1.45723744,-0.831342229,-1.321449127,0.493765718,0.956404271,0.308155284,0.434023341,-0.577902347,0.282781754,0.984571109,0.533275878
0.0183,-1.159111172,-1.315548589,-0.879391414,-1.416386625,-0.771922748,-1.29495134,0.517635541,0.90476098,0.292661942,0.433867847,-0.590030001,0.247174467,0.938140452,0.516189697
0.01845,-1.062576275,-1.279954094,-0.874855884,-1.37505639,-0.709316895,-1.264099364,0.543402369,0.862899662,0.280252477,0.433742129,-0.598735626,0.218229871,0.894816936,0.502677908
0.0186,-0.962338033,-1.244189264,-0.870585069,-1.333757593,-0.644304977,-1.229280359,0.570742496,0.831348141,0.27108544,0.433646657,-0.603908959,0.19631165,0.855146967,0.492908883
0.01875,-0.859665119,-1.208695376,-0.866627431,-1.29299205,-0.577696054,-1.19093253,0.599308571,0.810500659,0.265269031,0.433586576,-0.605491801,0.181691642,0.81962091,0.487008443
0.0189,-0.755856363,-1.173911643,-0.863033504,-1.253265074,-0.510320028,-1.149533382,0.628743253,0.800618402,0.262880515,0.433559781,-0.603460744,0.174558878,0.788691235,0.485052
0.01905,-0.652222648,-1.14026791,-0.859848688,-1.215067478,-0.443017552,-1.105599313,0.658677468,0.801827559,0.2639514,0.433566643,-0.597840113,0.175009245,0.762750946,0.487069023
0.0192,-0.550074894,-1.108182834,-0.857108531,-1.178867098,-0.376628983,-1.059681126,0.68873077,0.814112636,0.268462581,0.433611172,-0.58870559,0.183041268,0.742123662,0.493044264
0.01935,-0.450690629,-1.078053585,-0.854853509,-1.14512263,-0.311982494,-1.012340562,0.7185324,0.837343525,0.276385791,0.433680015,-0.576148036,0.198575094,0.72709518,0.502898214
0.0195,-0.355354678,-1.050268339,-0.853102344,-1.114242361,-0.249896266,-0.964192142,0.747693961,0.871211633,0.287584207,0.433797467,-0.560360969,0.221413086,0.717832722,0.516538411
0.01965,-0.265269798,-1.025170912,-0.851883282,-1.086622512,-0.19115095,-0.915824481,0.77585344,0.915286173,0.301934738,0.433943742,-0.541520003,0.251282752,0.7144787,0.533788501
0.0198,-0.181581904,-1.003082097,-0.851214523,-1.062615802,-0.136491435,-0.867846221,0.802655099,0.969018677,0.319256804,0.4341198,-0.519863091,0.287820128,0.717086813,0.554443537
0.01995,-0.10535715,-0.984290088,-0.851099656,-1.042521272,-0.086618471,-0.820873236,0.827749073,1.03172912,0.339316661,0.434334708,-0.495678828,0.330573267,0.725622976,0.578264418
0.0201,-0.037565545,-0.969037512,-0.851546856,-1.026607269,-0.042168892,-0.775492214,0.850819747,1.102626143,0.361874155,0.434574555,-0.469258655,0.379014498,0.740002391,0.604949796
0.02025,0.020927252,-0.957527,-0.852553044,-1.015085435,-0.003718927,-0.732282025,0.871569689,1.180823257,0.386648097,0.434837638,-0.440935328,0.432542645,0.760057253,0.634171779
0.0204,0.069367318,-0.949918521,-0.854102655,-1.008107264,0.028221773,-0.691804693,0.889721928,1.265333859,0.413317845,0.435127612,-0.411076674,0.490488882,0.785538863,0.665573865
0.02055,0.10712804,-0.946321484,-0.856182735,-1.005779978,0.053232704,-0.654577802,0.905043841,1.355090872,0.441558179,0.435432402,-0.380050607,0.552125269,0.816143572,0.698755016
0.0207,0.133713598,-0.946796228,-0.858768199,-1.008145397,0.070974453,-0.621087078,0.917332076,1.448961916,0.471013389,0.435749051,-0.348250668,0.616673745,0.851492166,0.73329653
0.02085,0.148766896,-0.951355737,-0.861825854,-1.01518529,0.08119424,-0.591779744,0.926416071,1.54575835,0.501305429,0.436078034,-0.316087432,0.683315413,0.891140159,0.768763206
0.021,0.152079835,-0.959954902,-0.865321725,-1.026827463,0.083742035,-0.567040936,0.932173651,1.644249894,0.532057692,0.436408962,-0.283963207,0.751199548,0.934593502,0.804694327
0.02115,0.143594285,-0.972497364,-0.869212385,-1.042934154,0.078561788,-0.547204462,0.93452199,1.743184673,0.562878886,0.436738413,-0.252288385,0.819456444,0.981301258,0.840625937
0.0213,0.123401408,-0.988838753,-0.873446191,-1.063308049,0.065695704,-0.532547635,0.933415858,1.841297798,0.593370839,0.437065737,-0.221472776,0.887206094,1.030664595,0.876095202
