Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|PI3,Subsystem #1|CTLs|Vars|PI5,Subsystem #1|CTLs|Vars|PI7,Subsystem #1|CTLs|Vars|QI3,Subsystem #1|CTLs|Vars|QI5,Subsystem #1|CTLs|Vars|QI7,Subsystem #1|CTLs|Vars|PF12,Subsystem #1|CTLs|Vars|PF23,Subsystem #1|CTLs|Vars|PF34,Subsystem #1|CTLs|Vars|PF37a,Subsystem #1|CTLs|Vars|PF62,Subsystem #1|CTLs|Vars|PF65,Subsystem #1|CTLs|Vars|PF76,Subsystem #1|CTLs|Vars|QF12,Subsystem #1|CTLs|Vars|QF23,Subsystem #1|CTLs|Vars|QF34,Subsystem #1|CTLs|Vars|QF37a,Subsystem #1|CTLs|Vars|QF62,Subsystem #1|CTLs|Vars|QF65,Subsystem #1|CTLs|Vars|QF76
7.543428444,0.9635533947,0.9827554852,2.017967422,0.4288055918,-0.9286019529,1.315029022,-0.1800941194,-1.339611032,-0.3641961955,-0.7551840883,0.1835924032,-0.2752676544,1.129009055,1.177337848,0.4965403048,0.60991038,-0.5430973709,0.3066109203,0.5597434512,0.5129288691
7.54416467,0.9633736433,0.9831547099,2.018540654,0.4286228736,-0.9277634704,1.314229365,-0.1604420023,-1.332237863,-0.3717347406,-0.7548425058,0.1928710548,-0.2680439941,1.13241541,1.203249821,0.5077341906,0.6162062302,-0.5367977007,0.3213340114,0.5603430439,0.5196384629
7.544925525,0.9632016965,0.9835486988,2.019148626,0.428433068,-0.9268856108,1.313466641,-0.1418790396,-1.325474179,-0.3790729035,-0.7548682242,0.2015836854,-0.2608583004,1.135676016,1.229913812,0.5193560881,0.6228040186,-0.5304603949,0.3364399154,0.5612837083,0.5264548726
7.545707791,0.9630378013,0.9839368832,2.019790494,0.4282364314,-0.9259695709,1.312741977,-0.1244320542,-1.319238616,-0.3861983559,-0.7552588058,0.2096971248,-0.2536930805,1.13878254,1.257292841,0.5312914823,0.6296952448,-0.5240964,0.3518872099,0.562505317,0.5333701404
7.546512521,0.9628821942,0.9843186991,2.020465364,0.4280332301,-0.9250165991,1.312056452,-0.1081260953,-1.313628655,-0.3931024074,-0.7560163798,0.217221064,-0.2465845926,1.141733495,1.285348227,0.5436242071,0.6368696037,-0.517712722,0.3676748957,0.5640657075,0.5403729995
7.547336515,0.9627351002,0.9846935911,2.021172294,0.4278237403,-0.924027999,1.311411086,-0.09298452018,-1.308568324,-0.3997738315,-0.7571384459,0.2241210864,-0.2395182869,1.144522088,1.31404098,0.5562348196,0.644318158,-0.5113204917,0.3837600235,0.5659034427,0.5474551392
7.548180565,0.962596733,0.9850610124,2.021910294,0.4276082472,-0.9230051231,1.310806848,-0.07902962195,-1.304147056,-0.4062040413,-0.7586253295,0.2304115689,-0.2325275836,1.147146564,1.343330538,0.5692100736,0.652029629,-0.5049269581,0.4001412629,0.5680760399,0.554605351
7.549041488,0.9624672943,0.9854204239,2.02267833,0.4273870453,-0.9219493746,1.310244648,-0.06628125133,-1.300293202,-0.4123827345,-0.7604740097,0.2360565819,-0.225600458,1.149600782,1.373176092,0.5824255879,0.6599941293,-0.498542856,0.4167739603,0.5705204206,0.5618144721
7.549916819,0.9623469735,0.9857712961,2.023475321,0.4271604379,-0.9208622038,1.309725336,-0.05475834786,-1.297088407,-0.4183018907,-0.7626834253,0.2410754565,-0.2187672927,1.151883357,1.403535321,0.5959714549,0.6681996401,-0.492175547,0.4336566391,0.5732940073,0.5690713037
7.550807055,0.9622359475,0.9861131101,2.024300146,0.4269287366,-0.9197451054,1.309249703,-0.0444777008,-1.294465838,-0.4239517063,-0.7652495509,0.2454306938,-0.2120190455,1.153988463,1.434365317,0.6097174506,0.6766356887,-0.4858359674,0.450743232,0.5763319934,0.5763667966
7.551712325,0.9621343805,0.9864453575,2.025151638,0.4266922612,-0.9185996181,1.308818479,-0.03545463807,-1.292498862,-0.4293251543,-0.7681704845,0.2491467627,-0.2053826345,1.155915493,1.465622966,0.6237581006,0.6852892822,-0.4795310649,0.4680320751,0.579691825,0.5836890106
7.552630163,0.9620424231,0.9867675437,2.026028596,0.4264513389,-0.917427322,1.30843233,-0.02770250183,-1.29112588,-0.4344130299,-0.7714413337,0.2521847699,-0.1988521192,1.157659225,1.497264526,0.6379576757,0.6941497162,-0.4732721879,0.4854760849,0.5833072264,0.5910294059
7.553559389,0.9619602129,0.9870791872,2.026929777,0.4262063044,-0.9162298376,1.30809186,-0.02123280233,-1.290411599,-0.4392093286,-0.7750591257,0.2545743709,-0.1924508253,1.15921967,1.529245147,0.652414865,0.7032030594,-0.4670657801,0.5030734859,0.587235513,0.5983754044
7.554499098,0.9618878737,0.9873798192,2.027853904,0.4259574991,-0.9150088224,1.307797605,-0.016055568,-1.290298921,-0.4437052553,-0.779017637,0.2562751423,-0.1861756925,1.160591526,1.561519704,0.6669881391,0.7124379091,-0.4609230895,0.5207759203,0.5914086183,0.6057185447
7.555447531,0.9618255153,0.9876689851,2.028799663,0.4257052708,-0.9137659683,1.307550037,-0.01217841072,-1.290844444,-0.4478957733,-0.7833129928,0.257321857,-0.1800466398,1.161775614,1.594042701,0.6817802963,0.721839761,-0.4548504415,0.5385818397,0.5958837816,0.6130461391
7.556402749,0.9617732335,0.9879462452,2.029765709,0.4254499732,-0.9125030011,1.307349561,-0.009607657715,-1.291995681,-0.4517730353,-0.787938221,0.2576730067,-0.1740632365,1.16276726,1.62676803,0.6966452739,0.7313967738,-0.4488587974,0.5564419696,0.6005916957,0.6203496356
7.557364785,0.9617311099,0.9882111763,2.030750664,0.4251919656,-0.9112216764,1.307196513,-0.008347556591,-1.293801083,-0.4553327525,-0.7928882221,0.2573683255,-0.168242096,1.163567792,1.659649245,0.7116892087,0.7410939754,-0.4429544941,0.5743550903,0.6055892581,0.62761662
7.558330669,0.9616992115,0.988463371,2.031753124,0.424931612,-0.9099237778,1.307091163,-0.008400412696,-1.296212658,-0.4585679346,-0.7981551288,0.2563650865,-0.1625853402,1.164172878,1.692640106,0.7267615166,0.7509189141,-0.437148111,0.5922709614,0.6108058139,0.6348383789
7.559300206,0.9616775907,0.98870244,2.032771656,0.4246692808,-0.9086111153,1.307033709,-0.00976680845,-1.299270653,-0.4614753624,-0.8037329539,0.2547081007,-0.1571060825,1.16458475,1.725693477,0.7419723248,0.7608562603,-0.4314456553,0.6101888734,0.6162981252,0.6420025109
7.560270692,0.9616662855,0.9889280115,2.033804802,0.4244053444,-0.907285522,1.307024281,-0.01244554854,-1.302931953,-0.4640488172,-0.8096128792,0.2523536888,-0.1518091842,1.164799473,1.758762687,0.7571665788,0.770893199,-0.4258575561,0.6280579576,0.6219942988,0.6491005641
7.561242442,0.9616653187,0.9891397318,2.034851082,0.4241401784,-0.9059488522,1.307062939,-0.01643321943,-1.30722774,-0.4662859936,-0.8157878378,0.2493513285,-0.1467039836,1.164819582,1.791800423,0.7724579776,0.7810137858,-0.4203892784,0.6458778465,0.6279506095,0.6561199731
7.562212014,0.9616746985,0.9893372672,2.035908995,0.4238741612,-0.9046029779,1.307149672,-0.02172492835,-1.312120555,-0.4681817658,-0.8222483531,0.2456567838,-0.1417981671,1.164642205,1.824760123,0.7876876107,0.7912053329,-0.4150512362,0.6635975035,0.6340943964,0.6630529131
7.563179794,0.9616944184,0.989520304,2.036977023,0.4236076733,-0.9032497864,1.3072844,-0.0283136214,-1.317632559,-0.4697345503,-0.828986181,0.2413238151,-0.1370973204,1.164269905,1.857594451,0.8029726351,0.8014514063,-0.4098484302,0.6812170958,0.640481408,0.6698868268
7.564142045,0.9617244565,0.9896885476,2.038053629,0.4233410967,-0.9018911796,1.307466971,-0.03619051903,-1.323731087,-0.4709405509,-0.8359912815,0.2363078435,-0.1326114629,1.163700743,1.890256996,0.8181507966,0.8117388876,-0.4047905709,0.6986851317,0.6470380733,0.6766137015
7.56510048,0.9617647765,0.9898417249,2.039137263,0.4230748147,-0.9005290675,1.307697163,-0.04534498945,-1.33043,-0.471798643,-0.8432541468,0.2306668618,-0.1283429181,1.162937364,1.922700655,0.8333420632,0.8220513456,-0.399882741,0.7160026639,0.6538195852,0.6832218344
7.566049744,0.961815327,0.9899795855,2.040226364,0.4228092107,-0.8991653701,1.307974684,-0.05576436548,-1.337701997,-0.4723067465,-0.8507647331,0.2243560942,-0.1243038844,1.1619794,1.954879887,0.8483820554,0.8323757885,-0.3951340029,0.733118416,0.6607521143,0.6897032848
7.566992516,0.9618760416,0.9901019007,2.041319362,0.4225446678,-0.8978020115,1.308299172,-0.06743472377,-1.345551865,-0.4724641655,-0.8585119507,0.2174375653,-0.1204931394,1.160829113,1.986747715,0.863393089,0.8426953062,-0.3905490255,0.7500339365,0.6678898643,0.696046672
7.567923115,0.9619468397,0.9902084638,2.042414679,0.4222815686,-0.8964409179,1.308670197,-0.0803396377,-1.353957583,-0.4722699393,-0.866485246,0.2098660181,-0.1169252913,1.159486911,2.018259656,0.8782079874,0.8529969566,-0.3861364643,0.766698125,0.6751585226,0.7022444587
