Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|PI3,Subsystem #1|CTLs|Vars|PI5,Subsystem #1|CTLs|Vars|PI7,Subsystem #1|CTLs|Vars|QI3,Subsystem #1|CTLs|Vars|QI5,Subsystem #1|CTLs|Vars|QI7,Subsystem #1|CTLs|Vars|PF12,Subsystem #1|CTLs|Vars|PF23,Subsystem #1|CTLs|Vars|PF34,Subsystem #1|CTLs|Vars|PF37a,Subsystem #1|CTLs|Vars|PF62,Subsystem #1|CTLs|Vars|PF65,Subsystem #1|CTLs|Vars|PF76,Subsystem #1|CTLs|Vars|QF12,Subsystem #1|CTLs|Vars|QF23,Subsystem #1|CTLs|Vars|QF34,Subsystem #1|CTLs|Vars|QF37a,Subsystem #1|CTLs|Vars|QF62,Subsystem #1|CTLs|Vars|QF65,Subsystem #1|CTLs|Vars|QF76
7.535099164,0.9677520632,0.9732807674,2.012501846,0.4306299159,-0.9361380239,1.333863213,-0.6835800158,-1.554290336,-0.206374706,-0.8165929895,-0.06370755648,-0.3984110761,1.046385874,0.8755766074,0.3750712578,0.554465318,-0.6312474721,0.1266545716,0.5972075563,0.4165510232
7.535290719,0.9674834507,0.9736765225,2.012355922,0.4306073585,-0.9361894395,1.332606075,-0.6503666901,-1.537343498,-0.2155380396,-0.8104267081,-0.04778760942,-0.3935548444,1.05161451,0.8829503177,0.3749340384,0.55429625,-0.6269678936,0.1315474627,0.5927685283,0.4199851347
7.535514639,0.967216812,0.9740782,2.012251205,0.4305750435,-0.9361904526,1.331358749,-0.6175499459,-1.524498055,-0.2247334407,-0.8045672066,-0.03058942765,-0.3862131383,1.056579579,0.8915243668,0.3802692184,0.5545185078,-0.6225146224,0.1375775716,0.588025279,0.4235287014
7.535773787,0.9669525179,0.9744852494,2.012187854,0.4305330152,-0.9361410974,1.330122963,-0.5851764132,-1.508241865,-0.2339189069,-0.7989700612,-0.01525998955,-0.3810341006,1.061734448,0.9012860562,0.3812077277,0.5551150846,-0.6178916519,0.143758291,0.5841619957,0.4274314523
7.53606443,0.9666909364,0.9748971135,2.012165969,0.4304813311,-0.9360414761,1.328900434,-0.5532915996,-1.495861654,-0.2431115797,-0.7936956496,0.001498627442,-0.3734530862,1.066604207,0.9122223335,0.3876928472,0.5561017104,-0.6131070056,0.1510033497,0.5799074626,0.4314408823
7.536390278,0.9664324318,0.9753132286,2.012185595,0.4304200617,-0.9358917596,1.327692863,-0.5219407072,-1.480379343,-0.2522680444,-0.7886996098,0.01614828769,-0.3679843675,1.071657151,0.9243171255,0.3896911789,0.5574616415,-0.6081669048,0.1584376514,0.5766431472,0.4357921109
7.536747323,0.9661773643,0.9757330245,2.012246718,0.4303492903,-0.9356921867,1.32650193,-0.4911678498,-1.468541863,-0.2614068873,-0.7840408444,0.0323766294,-0.3602011488,1.07640398,0.9375541805,0.3973007848,0.5592080667,-0.603077756,0.166859281,0.5729001639,0.4402457981
7.537138495,0.9659260898,0.976155925,2.012349267,0.4302691127,-0.9354430639,1.325329297,-0.461016624,-1.45391271,-0.2704832502,-0.7796746848,0.04626037689,-0.3544772506,1.081327156,0.9519142047,0.4003369571,0.5613246822,-0.5978483142,0.1755059512,0.5702548753,0.4450225547
7.537560859,0.9656789592,0.9765813497,2.012493114,0.4301796375,-0.935144764,1.324176602,-0.4315293347,-1.442692027,-0.2795172323,-0.7756586438,0.06187084481,-0.34653031,1.08592387,0.9673778213,0.4090392483,0.5638221751,-0.5924834959,0.1850591013,0.5670432301,0.4498966369
7.538015811,0.965436318,0.9770087133,2.012678071,0.4300809858,-0.9347977281,1.323045457,-0.4027479912,-1.428991663,-0.2884628667,-0.7719481112,0.07490611016,-0.340586988,1.090690355,0.9839227118,0.4130856853,0.5666846332,-0.5869942392,0.1948702228,0.5650340146,0.4550734367
7.538501276,0.9651985059,0.9774374269,2.012903896,0.4299732907,-0.9344024629,1.321937447,-0.3747127765,-1.418457893,-0.2973416376,-0.7685986666,0.08981467825,-0.3325156455,1.095110634,1.001526243,0.4228434256,0.569920144,-0.5813839069,0.2055033316,0.5623704778,0.4603413033
7.539018835,0.9649658561,0.9778669001,2.013170288,0.4298566975,-0.9339595408,1.320854128,-0.3474639362,-1.405757827,-0.3061064695,-0.7655659023,0.1019229652,-0.3263899125,1.099694328,1.020163281,0.4278665123,0.5735135397,-0.5756660074,0.2164245549,0.561011085,0.4658905737
7.539565227,0.9647386952,0.9782965391,2.013476889,0.4297313635,-0.9334695992,1.319797023,-0.3210393499,-1.395977066,-0.3147802474,-0.7629033615,0.1160495643,-0.3182345925,1.103912707,1.039808341,0.4386366885,0.5774700208,-0.569841897,0.2280799169,0.5589093217,0.4715235414
7.540142888,0.9645173425,0.9787257504,2.013823285,0.4295974577,-0.9329333402,1.31876762,-0.2954770798,-1.384343964,-0.3233150918,-0.7605670253,0.1271568409,-0.3119643186,1.10828847,1.060433323,0.4445974931,0.5817752479,-0.5639276992,0.2400506585,0.5582101696,0.4774152714
7.540747511,0.9643021099,0.9791539393,2.014209006,0.4294551607,-0.9323515296,1.317767372,-0.2708127797,-1.375378048,-0.3317352668,-0.7586082555,0.1404259193,-0.3037661431,1.11228085,1.08201001,0.4563319446,0.5864316316,-0.5579227604,0.2526646503,0.5566807264,0.4833824185
7.541382385,0.964093301,0.979580511,2.014633526,0.4293046646,-0.9317249946,1.316797692,-0.2470819924,-1.364873273,-0.3399919217,-0.7569829006,0.1504630195,-0.2973899335,1.116424282,1.104507556,0.4631857728,0.5914255132,-0.5518457481,0.2656184133,0.5566486171,0.4895846654
7.542041684,0.9638912111,0.9800048735,2.015096265,0.4291461726,-0.9310546252,1.315859954,-0.2243178389,-1.356779031,-0.3481111279,-0.7557409164,0.1628039488,-0.2891905095,1.120167667,1.127895248,0.4758310035,0.5967567772,-0.545694041,0.2791218233,0.5556986904,0.4958531558
7.542730327,0.9636961264,0.9804264351,2.015596587,0.428979899,-0.9303413714,1.314955488,-0.2025533383,-1.347458909,-0.3560429258,-0.7548376609,0.1717069809,-0.2827475359,1.124055993,1.152139457,0.4835285095,0.6024122629,-0.5394886222,0.2929865401,0.5563371612,0.5023318875
