Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|PI3,Subsystem #1|CTLs|Vars|PI5,Subsystem #1|CTLs|Vars|PI7,Subsystem #1|CTLs|Vars|QI3,Subsystem #1|CTLs|Vars|QI5,Subsystem #1|CTLs|Vars|QI7,Subsystem #1|CTLs|Vars|PF12,Subsystem #1|CTLs|Vars|PF23,Subsystem #1|CTLs|Vars|PF34,Subsystem #1|CTLs|Vars|PF37,Subsystem #1|CTLs|Vars|PF62,Subsystem #1|CTLs|Vars|PF65,Subsystem #1|CTLs|Vars|PF76,Subsystem #1|CTLs|Vars|QF12,Subsystem #1|CTLs|Vars|QF23,Subsystem #1|CTLs|Vars|QF34,Subsystem #1|CTLs|Vars|QF37,Subsystem #1|CTLs|Vars|QF62,Subsystem #1|CTLs|Vars|QF65,Subsystem #1|CTLs|Vars|QF76
7.54257534,0.809842127,0.964420405,2.028586153,0.427125283,-0.922793598,1.382029813,-1.373749463,-1.399328476,-0.891145001,-1.504667747,-0.91134987,-1.358729509,0.457070187,1.047485642,0.336196031,0.43423032,-0.546723285,0.344946458,1.051328354,0.55929886
7.540698163,0.809395028,0.964887346,2.025652472,0.427666976,-0.926592293,1.379205076,-1.291106674,-1.365904332,-0.886204339,-1.465775107,-0.857740225,-1.338729212,0.477934753,0.982806113,0.316563436,0.434033033,-0.563033482,0.300481588,1.001114822,0.537147454
7.539074711,0.8088955,0.965508705,2.022914146,0.428151152,-0.93007979,1.376108833,-1.201884478,-1.331249137,-0.881387582,-1.425711015,-0.79988404,-1.313887746,0.501142783,0.926928442,0.299721823,0.433862183,-0.576177326,0.262013853,0.9531761,0.518265287
7.5377272,0.808349926,0.966276311,2.020405172,0.428571869,-0.933213578,1.372779326,-1.10721161,-1.29579041,-0.876754486,-1.384973307,-0.738503743,-1.284515658,0.526403712,0.880556809,0.285883823,0.433719261,-0.58598588,0.230022521,0.908110288,0.50288279
7.536670728,0.807765231,0.967180301,2.018156742,0.428924001,-0.935955806,1.369257591,-1.008285301,-1.259964957,-0.872356974,-1.344061227,-0.674364499,-1.250983483,0.553395989,0.844270453,0.275213427,0.433610192,-0.592341125,0.204900934,0.866468745,0.491190878
7.535914784,0.807148808,0.96820925,2.01619685,0.429203288,-0.938273645,1.365587023,-0.906354932,-1.224216822,-0.868253554,-1.303488953,-0.608266295,-1.213707339,0.581786723,0.818524374,0.26785079,0.433533055,-0.595155989,0.186967472,0.828779532,0.48333293
7.535471533,0.806508421,0.969350297,2.014549948,0.429406373,-0.940139633,1.361812867,-0.802704575,-1.188985222,-0.864493726,-1.263758032,-0.54102808,-1.173145943,0.611222359,0.803643289,0.263888064,0.433488532,-0.594390968,0.17644921,0.795513651,0.47940684
7.535344551,0.805852121,0.970589305,2.013236664,0.42953083,-0.941532049,1.357981673,-0.69864299,-1.154704711,-0.861120099,-1.225357287,-0.473486527,-1.129803962,0.641333442,0.799811831,0.263367615,0.43348134,-0.590058996,0.173478586,0.76708148,0.479467159
7.535534204,0.805188144,0.971911001,2.012273534,0.429575185,-0.942435093,1.354140772,-0.595483364,-1.121799827,-0.85817775,-1.188770524,-0.406484539,-1.084216467,0.67174768,0.807077531,0.266300987,0.433508458,-0.582207223,0.178101457,0.743847809,0.483515339
7.536023664,0.804524821,0.973299134,2.011672788,0.429538931,-0.942839059,1.350337711,-0.494515239,-1.090676036,-0.85570436,-1.154458458,-0.340856581,-1.036942421,0.702086091,0.825367858,0.272661018,0.433566014,-0.570922452,0.19027172,0.726113991,0.491502956
7.536819889,0.803870469,0.974736608,2.0114422,0.42942256,-0.942740661,1.346619568,-0.397046407,-1.061726925,-0.853724591,-1.122844929,-0.277427503,-0.988577573,0.731963375,0.854436558,0.282356917,0.433663675,-0.55635673,0.209843136,0.714095712,0.503344024
7.53791046,0.803233293,0.976205893,2.011584954,0.429227537,-0.942142407,1.343032751,-0.304291017,-1.035313289,-0.852270869,-1.094341314,-0.216989924,-0.939710756,0.761015998,0.893925371,0.295277864,0.433789543,-0.538675928,0.236582563,0.707965342,0.518890482
7.539292359,0.802621294,0.977688915,2.012099583,0.428956275,-0.941053151,1.339622039,-0.21743063,-1.01177681,-0.851355031,-1.069303267,-0.160312763,-0.890967815,0.788868837,0.943332148,0.311237944,0.433960363,-0.518126137,0.270159645,0.707789501,0.5379724
7.54095335,0.80204217,0.979167428,2.012980014,0.428612099,-0.939487719,1.336430267,-0.137566224,-0.991410234,-0.850993834,-1.048062216,-0.108113499,-0.842943907,0.815176074,1.002031193,0.330050758,0.434157868,-0.494944589,0.310164181,0.71359304,0.560344828
7.54287463,0.801503225,0.980623223,2.014215536,0.428199216,-0.937466676,1.333497737,-0.065713414,-0.974478877,-0.851195222,-1.030900379,-0.061058522,-0.796242841,0.839607196,1.069289811,0.351480121,0.434382945,-0.469424276,0.356103869,0.725315676,0.585737942
