Time,Subsystem #1|CTLs|Vars|VMrms1,Subsystem #1|CTLs|Vars|VSrms1,Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|Vrms10,Subsystem #1|CTLs|Vars|Vrms13,Subsystem #1|CTLs|Vars|Vrms16,Subsystem #1|CTLs|Vars|Vrms19,Subsystem #1|CTLs|Vars|Vrms4,Subsystem #1|CTLs|Vars|Vrms7
0.01785,7.54364938,79.65751051,7.543802088,7.257511949,7.255986766,7.275626358,7.307804899,7.292625464,7.295380961
0.018,7.541993122,79.65676186,7.541787922,7.241452985,7.236438779,7.258073121,7.291298406,7.27700035,7.279305348
0.01815,7.540611013,79.65618683,7.540018136,7.226718284,7.218298529,7.241931063,7.276179344,7.262691376,7.26458265
0.0183,7.539522167,79.65577802,7.53851678,7.213504608,7.201805447,7.227415216,7.262649508,7.249888307,7.251409524
0.01845,7.538737048,79.65552252,7.537299579,7.201969557,7.187156918,7.214694793,7.250866175,7.238740038,7.239938739
0.0186,7.538264317,79.6554028,7.536380701,7.192274675,7.174545751,7.203940937,7.240988878,7.229396552,7.230326461
0.01875,7.53810587,79.65539744,7.535767726,7.184548863,7.164139685,7.195294591,7.233147903,7.221979954,7.222699072
0.0189,7.538257547,79.65548704,7.535462303,7.178883199,7.156067331,7.188861196,7.227436239,7.216576877,7.21714667
0.01905,7.538716706,79.65565884,7.535467633,7.175361247,7.150447681,7.184736234,7.223938717,7.213269275,7.213750685
0.0192,7.539467174,79.65578125,7.535773243,7.174024307,7.147352661,7.182970911,7.222699106,7.212096066,7.212553975
0.01935,7.540517224,79.65601979,7.536393326,7.174889616,7.146832948,7.183596272,7.22373782,7.213079072,7.213576042
0.0195,7.541848756,79.65628686,7.537315135,7.177950675,7.148901184,7.186608349,7.227049467,7.216210324,7.216810359
0.01965,7.543454512,79.65668153,7.538536703,7.183180887,7.153547244,7.191986117,7.232607213,7.221465377,7.222230584
0.0198,7.545315741,79.6572485,7.540044171,7.190514249,7.160709127,7.199656779,7.240334548,7.228774707,7.229763828
0.01995,7.547411037,79.65801089,7.54182065,7.199870314,7.170306084,7.209534518,7.250147732,7.238055423,7.239327586
0.0201,7.54971318,79.65897155,7.543843009,7.211134594,7.182217514,7.221493875,7.261920965,7.249189866,7.25079976
0.02025,7.552196363,79.66011912,7.54608901,7.224168938,7.196290084,7.235384413,7.275508515,7.262040659,7.264039094
0.0204,7.554831011,79.66143321,7.548532111,7.238808004,7.212349172,7.251031696,7.290739001,7.276445852,7.278877537
0.02055,7.557577945,79.66281472,7.551135604,7.254853967,7.230182232,7.268228428,7.307409543,7.292212371,7.295117984
0.0207,7.560409666,79.66430098,7.553873828,7.272105267,7.249560886,7.286756011,7.325309319,7.309144299,7.31255517
0.02085,7.563288959,79.66587736,7.556710763,7.290340834,7.270238978,7.306377978,7.344209678,7.327024665,7.330967272
0.021,7.566173428,79.66750803,7.559604571,7.309314351,7.291934357,7.326828213,7.363855177,7.345611022,7.350104298
0.02115,7.569025394,79.66915658,7.562517458,7.32878509,7.314370713,7.347847391,7.383996725,7.364670333,7.369724613
0.0213,7.571806148,79.67078115,7.565409951,7.348499683,7.337254132,7.369160148,7.404370757,7.383953695,7.389572565
0.02145,7.574476827,79.67233697,7.568241785,7.368192029,7.3602752,7.390478634,7.424702086,7.40319894,7.409378833
0.0216,7.577004012,79.67378049,7.570977496,7.387601396,7.383136242,7.411525521,7.444725798,7.422156119,7.428885157
0.02175,7.579357626,79.67507435,7.573584358,7.406493994,7.405549567,7.43203894,7.464194616,7.440591123,7.447853254
0.0219,7.581503429,79.67619265,7.576024913,7.424601515,7.427208946,7.451735112,7.482836741,7.458246133,7.46601545
0.02205,7.58339605,79.67697015,7.578249802,7.441677948,7.447819176,7.470345611,7.500397818,7.474878987,7.483124258
0.0222,7.585028337,79.67756487,7.580248021,7.457554529,7.467165328,7.487680451,7.51670221,7.490322756,7.499009305
0.02235,7.586371234,79.67797922,7.581985727,7.471973238,7.484945378,7.503465192,7.531485721,7.504328195,7.513413387
0.0225,7.587418998,79.67827475,7.583452139,7.484783979,7.500963351,7.51752945,7.544594082,7.516748978,7.526184945
0.02265,7.588161208,79.6784875,7.584631479,7.495825846,7.515022965,7.529701771,7.555864196,7.527431977,7.537167568
0.0228,7.588588253,79.67863539,7.585508487,7.504938414,7.526920575,7.539802827,7.56513029,7.536218554,7.546198006
0.02295,7.588698511,79.67872079,7.586075745,7.5120298,7.536532759,7.547731992,7.572300424,7.543022705,7.553187516
0.0231,7.588487439,79.67873599,7.586322848,7.517006724,7.543738229,7.553386502,7.577281161,7.547754808,7.558043742
0.02325,7.587954115,79.6786718,7.586242984,7.519797264,7.548440857,7.556689198,7.580002092,7.550347822,7.560698546
0.0234,7.587099648,79.67843465,7.58583145,7.520380128,7.550596298,7.557612682,7.580443818,7.550782468,7.561131893
0.02355,7.585941545,79.6781033,7.585100103,7.518748658,7.550181442,7.556146763,7.578600525,7.54905407,7.559338732
0.0237,7.584494325,79.67767272,7.584057997,7.514919317,7.547201382,7.552307967,7.574492672,7.545180153,7.555337669
0.02385,7.582779534,79.67713196,7.582721478,7.508964906,7.54170952,7.546163645,7.568191703,7.539229441,7.549199819
0.024,7.58081608,79.67647042,7.58110462,7.500949937,7.53376756,7.53778087,7.559766315,7.531264785,7.540991072
0.02415,7.57862705,79.67567713,7.579226081,7.490982471,7.523481216,7.527270451,7.549329404,7.521394376,7.530821938
0.0243,7.57623984,79.67474083,7.577109277,7.47920699,7.510996484,7.514783431,7.537029985,7.509758852,7.518837507
0.02445,7.573677426,79.67365449,7.574773757,7.465746824,7.4964526,7.5004556,7.523005454,7.496484668,7.505169127
0.0246,7.570976541,79.67242187,7.57225339,7.450793625,7.480048819,7.484485512,7.507447765,7.481757964,7.490008335
0.02475,7.568164964,79.6709369,7.569573495,7.434537007,7.461998238,7.467081125,7.49055934,7.46576991,7.4735498
0.0249,7.56529044,79.66936871,7.566780537,7.417156101,7.442505858,7.448439772,7.472533423,7.448702213,7.455981794
0.02505,7.562388255,79.66766484,7.563908559,7.398888449,7.421830513,7.428812384,7.45361261,7.430785615,7.437541102
0.0252,7.559505247,79.66594545,7.561004094,7.379985037,7.40025527,7.408465994,7.434056541,7.412267332,7.418482242
0.02535,7.556675071,79.66428247,7.558101063,7.360648449,7.378012487,7.387619232,7.41407308,7.393343236,7.399006649
0.0255,7.553937504,79.66272814,7.555240168,7.341156365,7.355408363,7.366562875,7.393943593,7.374281066,7.379390141
0.02565,7.551326324,79.66131343,7.552456765,7.321747491,7.332719957,7.345554626,7.373913602,7.355313428,7.359872949
0.0258,7.548874464,79.66005602,7.549785972,7.302656297,7.310219992,7.324846477,7.354224288,7.33666795,7.340688204
0.02595,7.546617817,79.65896439,7.547266466,7.284142096,7.28820753,7.304717155,7.335140309,7.318597511,7.322095548
0.0261,7.544583479,79.6580411,7.544928686,7.266412983,7.266944291,7.285401594,7.316884008,7.301310587,7.304309854
0.02625,7.542785852,79.65717731,7.542790901,7.249691405,7.24669607,7.267142922,7.299682681,7.285025112,7.287554596
0.0264,7.541258798,79.65651266,7.540891295,7.234203114,7.227735935,7.250190011,7.283772343,7.269964368,7.272058268
0.02655,7.540010873,79.65601297,7.539243173,7.220119727,7.210280455,7.234734677,7.269330997,7.256295125,7.25799353
0.0267,7.53905613,79.65566984,7.53786569,7.207630509,7.194562737,7.220983089,7.256552608,7.24420184,7.245549623
0.02685,7.538405661,79.65547024,7.536775317,7.196906322,7.180793054,7.20912094,7.245607962,7.233845765,7.234893953
0.027,7.538064261,79.65539856,7.535982462,7.188066127,7.169129501,7.199280012,7.236618201,7.225337622,7.226142062
0.02715,7.538039539,79.65543956,7.535500492,7.181238176,7.159737512,7.191602317,7.229714215,7.218802892,7.219422172
0.0273,7.538333618,79.65557926,7.535337347,7.176517825,7.152743592,7.1861921,7.22499069,7.214331391,7.214826152
0.02745,7.538939516,79.65581032,7.53549188,7.17395721,7.148231033,7.183110566,7.222499388,7.211968786,7.212404229
0.0276,7.539836435,79.65599532,7.535948946,7.173590911,7.146263059,7.182401959,7.222275897,7.211750753,7.21219092
0.02775,7.541023892,79.65627077,7.536713851,7.175449856,7.146896079,7.184103718,7.224351288,7.213706163,7.214216163
0.0279,7.542483985,79.65664064,7.537774039,7.179488296,7.150103683,7.18817492,7.228678761,7.217791556,7.21843411
0.02805,7.544206515,79.65715674,7.539124421,7.185671558,7.155865106,7.194582884,7.235222606,7.223971381,7.224808679
0.0282,7.546176869,79.65784981,7.540755139,7.193934397,7.164118811,7.20325849,7.243912208,7.232181678,7.233272164
0.02835,7.548372305,79.65873164,7.542647764,7.204168268,7.174756469,7.214087767,7.25463138,7.242312985,7.243712016
0.0285,7.550766781,79.6597979,7.544780107,7.216243633,7.187644211,7.226933191,7.267245922,7.254236866,7.255996771
0.02865,7.553330057,79.66103233,7.547125276,7.230019656,7.202624435,7.241638067,7.281604005,7.26780959,7.269978519
0.0288,7.556028203,79.66241213,7.54965212,7.24531843,7.219504095,7.258014053,7.297519681,7.282857837,7.285477789
0.02895,7.558819116,79.66383009,7.552320733,7.261941222,7.238058942,7.275844067,7.314784641,7.299183941,7.302290615
