Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|Vrms2,Subsystem #1|CTLs|Vars|Vrms3,Subsystem #1|CTLs|Vars|Vrms4,Subsystem #1|CTLs|Vars|Vrms5,Subsystem #1|CTLs|Vars|Vrms6,Subsystem #1|CTLs|Vars|Vrms7
7.542331919,7.240793739,7.242152201,7.202641616,7.173179602,7.212466262,7.253038513
7.5444235,7.252424726,7.254135629,7.214425482,7.185701877,7.224981707,7.265336361
7.546732411,7.26572806,7.267838438,7.227926386,7.200344411,7.239383341,7.279401827
7.549228877,7.280535638,7.283089144,7.242975402,7.216918866,7.255487018,7.295056139
7.55187244,7.296654304,7.299689325,7.259378923,7.235206511,7.273082812,7.312095985
7.554637916,7.313877937,7.317426298,7.276927012,7.254972529,7.291943663,7.330303173
7.557489692,7.331981744,7.336067538,7.295391893,7.275959355,7.311825049,7.349439901
7.560391827,7.350731694,7.355373098,7.314534701,7.297891308,7.332466274,7.369259196
7.563306101,7.36988354,7.375089687,7.334105,7.32048372,7.353598526,7.389500305
7.56619232,7.389182253,7.39495547,7.353841461,7.343434632,7.374941142,7.409895378
7.569010228,7.408381584,7.414716131,7.373492876,7.366450674,7.396221973,7.430182361
7.571718006,7.427223217,7.43410794,7.392795297,7.389221982,7.417153772,7.450090539
7.574279099,7.445463905,7.452877765,7.411496108,7.411455933,7.437467261,7.469360702
7.576654904,7.462871883,7.470788394,7.429359372,7.432867656,7.456903547,7.487748943
7.578819917,7.479205822,7.487592072,7.446138959,7.453160539,7.475194124,7.505000023
7.580745871,7.494264034,7.503079048,7.461624834,7.472084994,7.492111887,7.520899019
7.58241726,7.507875635,7.517073724,7.47564041,7.489418362,7.507463368,7.535265714
7.583810171,7.519834874,7.529365805,7.487976648,7.504909448,7.521021109,7.547883644
7.584910886,7.530010773,7.539822078,7.498498446,7.518383643,7.532634649,7.558617483
7.585706132,7.538281025,7.548315717,7.507079447,7.529680342,7.542166437,7.567336263
7.586183532,7.544524232,7.55472371,7.513595256,7.538641453,7.549478436,7.573913635
7.586339826,7.548673774,7.558976934,7.517975641,7.545168094,7.554493457,7.578279085
7.586173371,7.550690625,7.561035798,7.520178292,7.549193611,7.557162782,7.580392219
7.585672579,7.5505275,7.560852938,7.52015332,7.550645039,7.557430104,7.580204082
7.58485752,7.548206438,7.558450829,7.517922321,7.549528773,7.555314413,7.577738911
7.583735881,7.543763676,7.553867167,7.513520733,7.545863326,7.550848093,7.573035071
7.582318141,7.537250426,7.547153663,7.506998033,7.539689601,7.544081001,7.56614475
7.580623544,7.528759825,7.538406121,7.498448424,7.53109674,7.535109316,7.557165179
7.578672766,7.518395641,7.527732463,7.487974186,7.520192524,7.524045606,7.546210013
7.576491569,7.506297634,7.515276012,7.475717396,7.50712601,7.511037828,7.533425347
7.574106791,7.492623411,7.501197706,7.461837348,7.492065489,7.49625524,7.518975803
7.571547487,7.477534218,7.485664118,7.446494706,7.475191702,7.479873588,7.503034502
7.568838723,7.461230254,7.46888186,7.429899507,7.456726395,7.462108438,7.485812504
7.56602154,7.443925929,7.451072165,7.412268867,7.436909476,7.443192228,7.467534767
7.563133922,7.42582499,7.432443947,7.393813664,7.415972563,7.423347095,7.448417869
7.560221236,7.407172095,7.413249188,7.374780592,7.394193771,7.402839064,7.428719345
7.557324492,7.388197,7.393723731,7.355403437,7.371839808,7.381919914,7.408679499
7.55448335,7.369144143,7.374117694,7.33592778,7.349195103,7.360856918,7.38855625
7.551733311,7.350248275,7.354674047,7.316595134,7.32654021,7.339912295,7.368599356
7.549107421,7.331747893,7.335637793,7.29764708,7.304159793,7.319348452,7.349059551
7.546637342,7.313879265,7.317250365,7.279323234,7.282337934,7.299427453,7.330185071
7.544349221,7.296860501,7.299738073,7.261848877,7.261345195,7.280394957,7.312208496
7.542268397,7.280898091,7.283313719,7.245438371,7.241436286,7.262481194,7.295345848
7.540431047,7.266212317,7.268202449,7.230321242,7.22288428,7.245933442,7.279831352
7.538855505,7.252970449,7.254578442,7.216670368,7.20590287,7.230941452,7.265841752
7.537559666,7.241340708,7.242614069,7.204660131,7.190709525,7.217695862,7.253554588
7.536560085,7.23148864,7.232479941,7.194461657,7.177515038,7.206384656,7.243144612
7.535860863,7.223524419,7.224289798,7.186186866,7.166475901,7.197137467,7.234729677
7.53546858,7.217550209,7.218148709,7.179939387,7.157738415,7.190075373,7.228419174
7.53538901,7.213662163,7.214153726,7.175817706,7.15143549,7.185309671,7.224312385
7.53561641,7.211897097,7.212345174,7.173863322,7.147636639,7.182889883,7.222450715
7.536155555,7.212285772,7.212753999,7.174107376,7.146400589,7.182854542,7.222865733
7.537000157,7.21483266,7.215384148,7.176559426,7.147753859,7.18521575,7.225561451
7.538144607,7.219509679,7.220209089,7.181195384,7.15168545,7.189948293,7.230510887
7.539578387,7.226262863,7.227170722,7.18796269,7.15815175,7.196997489,7.237654678
7.541285593,7.235016234,7.236191637,7.196785698,7.167083638,7.206284773,7.246913279
7.543244955,7.245652468,7.247151257,7.207546504,7.178358544,7.217683803,7.258163738
7.545435342,7.258046903,7.25992165,7.220117914,7.191846784,7.23106231,7.271273016
7.547831413,7.272046023,7.274342046,7.234340769,7.20737731,7.246249644,7.286075937
7.55040182,7.287460113,7.290217993,7.250020428,7.224741853,7.263043575,7.302375293
7.553105094,7.304097772,7.307351493,7.266962451,7.243720228,7.281232356,7.319966404
7.555916555,7.321744988,7.325522704,7.284950011,7.264067119,7.300581288,7.338622466
7.558794309,7.340166725,7.344489721,7.303743637,7.285510443,7.320832555,7.358096115
7.561701518,7.359128041,7.364010274,7.323106948,7.307775006,7.341727161,7.37813858
7.564599602,7.378381111,7.383829181,7.342785339,7.330569761,7.362991815,7.398486976
7.567450798,7.397668232,7.403680904,7.362515686,7.353589395,7.384342231,7.418870188
7.570220177,7.416741797,7.423311242,7.382044866,7.376537284,7.405504475,7.439025584
7.572871115,7.435356537,7.442466211,7.401119369,7.399116783,7.426205381,7.458693274
7.57536562,7.453263284,7.460890431,7.419484433,7.421028803,7.446169884,7.477611313
7.577655849,7.470223867,7.478338964,7.43689667,7.441978882,7.465130874,7.495526975
7.57973355,7.486033378,7.494599671,7.453142496,7.461712755,7.482858419,7.512223526
7.581553974,7.500472724,7.509448954,7.467998925,7.47995794,7.49910808,7.527469693
7.583103256,7.513389507,7.522729324,7.481312414,7.496518968,7.513708093,7.54110463
7.584360568,7.524578487,7.534230614,7.492869549,7.511142658,7.526430601,7.552913129
7.585320491,7.533931331,7.543841246,7.502557826,7.523678614,7.537148805,7.562779274
7.58597426,7.541322177,7.551431005,7.51024525,7.533965221,7.545721852,7.570571957
7.586314883,7.546649658,7.556896927,7.515826056,7.541862799,7.552031446,7.576183595
7.586340663,7.549866837,7.560190217,7.519250354,7.547295387,7.556020732,7.579564583
7.586035433,7.550920753,7.561258504,7.520465465,7.550186901,7.557629859,7.580661959
7.585403572,7.549801275,7.560091259,7.519458393,7.550503096,7.556839801,7.579463997
7.584449205,7.546544848,7.556725744,7.516268163,7.548262032,7.553684749,7.576010098
7.583180877,7.541178186,7.55119089,7.510920346,7.543481096,7.548190669,7.57032952
7.5816197,7.533777053,7.543564668,7.503490294,7.536228909,7.540435209,7.56250242
7.579794115,7.524450285,7.533957454,7.494085907,7.526610186,7.530529631,7.552640231
7.577729983,7.513303465,7.522478608,7.4828122,7.514737058,7.51858904,7.54085786
7.575458843,7.500487178,7.509281525,7.469817158,7.500766995,7.50477238,7.527313431
7.573007558,7.486171453,7.494542634,7.455274198,7.484886188,7.489263162,7.512186129
7.570398218,7.470528861,7.478439469,7.439359959,7.467287423,7.472247769,7.49565914
7.567641638,7.453752788,7.461171969,7.422275249,7.448188474,7.453940672,7.477939232
7.564788662,7.436081722,7.442986335,7.404263103,7.427859646,7.43459905,7.459277415
7.561872822,7.417709468,7.424080468,7.385522191,7.406518772,7.414432045,7.439875367
7.558947737,7.398886692,7.404712855,7.366306791,7.384454574,7.393715316,7.420000185
7.556061802,7.379856364,7.385133384,7.34686604,7.361948662,7.372713715,7.399904835
7.553255944,7.360841906,7.365569134,7.327422612,7.339262503,7.351670546,7.379824607
7.550566662,7.342098087,7.34628319,7.308237785,7.316699141,7.330869443,7.360029021
7.548018654,7.323849749,7.327506508,7.289541179,7.294530562,7.310558602,7.340754155
7.545633259,7.306330045,7.309478516,7.271569576,7.273040622,7.290998975,7.32224617
7.54343269,7.289759398,7.292427359,7.254549504,7.252502038,7.272439839,7.304740871
7.541449802,7.274336618,7.276558205,7.238687864,7.233161462,7.255101765,7.288446794
7.539714553,7.260271155,7.262085974,7.224199653,7.215279597,7.239219837,7.273584684
7.538252753,7.247734899,7.249188292,7.211264682,7.199077696,7.224989861,7.260337719
7.537083111,7.23687318,7.23801416,7.200032895,7.184745617,7.212577743,7.248858843
7.536220143,7.227845484,7.228728354,7.190668371,7.172489288,7.202164277,7.239316946
7.535666886,7.220759981,7.221442911,7.183288099,7.162464952,7.193879456,7.231828853
7.535419886,7.215697982,7.216240977,7.177970739,7.154790195,7.187820601,7.22647957
7.535480744,7.212748131,7.213213834,7.17480977,7.149591652,7.184089195,7.223362482
7.535834675,7.211938369,7.212390122,7.173835441,7.146927751,7.182726711,7.222508153
7.536502225,7.213279358,7.213781446,7.17505875,7.146833639,7.183749494,7.223928973
7.537471483,7.216770089,7.217385541,7.178481725,7.149328278,7.187161605,7.227623255
7.538741759,7.222378935,7.22316979,7.184074314,7.154395459,7.192933234,7.233556432
7.540296232,7.230020383,7.231047656,7.191754669,7.161957517,7.200976337,7.241638687
7.542118538,7.239621359,7.240941362,7.201447112,7.171938419,7.211211825,7.251791644
7.544183142,7.251056184,7.252723208,7.213026359,7.1842151,7.223508419,7.263884294
7.546464727,7.26417899,7.266242173,7.226344451,7.198625656,7.237705463,7.277759789
7.548938031,7.278826965,7.281330458,7.241233925,7.214993229,7.25362867,7.29324749
7.551565782,7.294805027,7.297787418,7.257498635,7.233096991,7.271064459,7.310142545
7.554324659,7.311915157,7.31540792,7.274933741,7.252709653,7.289793917,7.328231244
7.557176892,7.329933275,7.333960375,7.293309564,7.273573951,7.309572285,7.347277787
7.560079464,7.348619649,7.35320006,7.312382809,7.295412736,7.33013801,7.367030372
7.562992098,7.367738005,7.372881533,7.331914725,7.317946224,7.351227159,7.38723625
7.565875008,7.387035963,7.392745923,7.351646376,7.340876977,7.372562927,7.407629923
7.568689596,7.406254782,7.412527929,7.371315728,7.363897042,7.393860053,7.427938582
7.571403468,7.425148057,7.431971369,7.390664649,7.386711125,7.414843826,7.447900355
7.573984195,7.443472892,7.450826938,7.409446933,7.40902421,7.435244673,7.467258593
7.57639755,7.4609804,7.468839191,7.427409289,7.430533731,7.454785561,7.485750755
7.578592236,7.477433906,7.485765551,7.444310982,7.450949933,7.473203679,7.503128672
7.580557538,7.492665036,7.501432175,7.459976509,7.47005823,7.490308292,7.519211089
7.582255909,7.506423851,7.515580876,7.474146155,7.487557857,7.505823558,7.533736162
7.583676292,7.51857651,7.528074111,7.4866837,7.503265119,7.519593275,7.546560901
7.584804124,7.528970877,7.538755394,7.497429086,7.516985623,7.531446393,7.55752523
7.585624679,7.537440833,7.547455048,7.506214047,7.528515162,7.541199069,7.56645486
7.586136704,7.543922967,7.554108156,7.512971747,7.537750368,7.548772658,7.573282526
7.586330207,7.548315267,7.558610811,7.517595169,7.54456119,7.554055067,7.577902866
7.586200776,7.550557437,7.56090134,7.520024833,7.548854833,7.556972398,7.580253624
7.585742215,7.550647681,7.560977463,7.520256088,7.550604391,7.557516728,7.58033115
7.584965487,7.548569833,7.558825003,7.518272336,7.54977546,7.555665757,7.578121129
7.58387793,7.544354651,7.554474243,7.514102584,7.546385687,7.55144912,7.573654865
7.582493807,7.5380748,7.54800059,7.507820747,7.540493091,7.544938497,7.567009932
7.580828747,7.529800331,7.539476148,7.499495831,7.532168872,7.536209173,7.558260716
7.578903814,7.519634589,7.52900592,7.489227462,7.521512676,7.525367727,7.547514744
7.576745834,7.507727996,7.516746345,7.477169538,7.508685784,7.512575599,7.53493271
7.574380496,7.494217841,7.502837485,7.463459045,7.493836072,7.497979616,7.520658477
7.571836941,7.479277492,7.487458564,7.448274266,7.477155163,7.48176803,7.504875671
7.569138688,7.463104919,7.470812075,7.431816652,7.458861342,7.464154784,7.487792964
7.566338727,7.445897832,7.453103688,7.414286122,7.43917712,7.445351708,7.469619894
7.563460969,7.427870133,7.434551318,7.395902017,7.418345156,7.425592899,7.450580473
7.560553999,7.409277701,7.415418939,7.37692823,7.39665738,7.405157826,7.430945839
7.557652415,7.390323643,7.395914573,7.35756954,7.374352885,7.384270096,7.410929947
7.554797939,7.371266625,7.3763057,7.338091875,7.351726456,7.363209882,7.390804688
7.552029003,7.352343945,7.35683448,7.318733656,7.329062034,7.342240419,7.370819669
7.549382961,7.333791225,7.337742991,7.299735133,7.306640929,7.321623145,7.351223056
7.546894401,7.315840109,7.319270214,7.28133297,7.284744912,7.301616777,7.332261326
7.544591887,7.298716006,7.301648479,7.263755218,7.26364646,7.282471075,7.314170782
7.542495673,7.282628881,7.285095009,7.247223583,7.243606711,7.264423289,7.297175741
7.540637462,7.267788697,7.269824522,7.231951968,7.224887422,7.247708435,7.28149633
7.539032938,7.254377061,7.256024868,7.218129066,7.207719704,7.232533238,7.267326622
7.537700138,7.242566123,7.243872766,7.205933143,7.192323854,7.219092044,7.254846994
7.536654961,7.232505342,7.233523089,7.195518327,7.178896188,7.207555991,7.244216706
7.535911441,7.224325425,7.225109642,7.18701751,7.167609203,7.198074479,7.235573013
7.535481226,7.218130045,7.218740231,7.180541519,7.158613236,7.190770329,7.229027476
7.535371132,7.214003267,7.214500064,7.176175332,7.152029338,7.185742891,7.224668151
7.53558051,7.212000067,7.21244702,7.173978477,7.147947101,7.183059696,7.222554735
7.536088978,7.212143305,7.212603785,7.173975775,7.146417163,7.182752597,7.222710292
7.536903367,7.214455825,7.214994616,7.176193764,7.147486453,7.184852758,7.225159987
7.538010797,7.218892881,7.219572342,7.180588404,7.151127921,7.18931751,7.229854777
7.539405656,7.225411064,7.226293998,7.187115824,7.157307786,7.196103025,7.23675193
7.541078583,7.233944648,7.235089701,7.195712416,7.165966833,7.205141963,7.245779954
7.543011665,7.244382401,7.245843886,7.206262716,7.176993259,7.216315421,7.256818631
7.545180786,7.256586579,7.258417214,7.218631408,7.190241249,7.229477277,7.269726271
7.547556724,7.270408775,7.272655677,7.232667086,7.205550231,7.244466929,7.284344514
7.550109365,7.285678618,7.2883836,7.248197235,7.222726634,7.261097174,7.300491914
7.552795531,7.302188452,7.305387187,7.265010711,7.241537483,7.27914093,7.3179503
7.555590772,7.319729906,7.323451587,7.282894651,7.261742747,7.298370664,7.336498174
7.558461148,7.338075818,7.342340861,7.301614374,7.283077192,7.318534557,7.355893488
7.561370883,7.356991597,7.361814992,7.320932079,7.305265798,7.339373924,7.375888329
7.564279182,7.37621994,7.381609003,7.340584296,7.328008455,7.360606206,7.396212157
7.567146598,7.395516351,7.401469574,7.360319123,7.351013752,7.381959905,7.416603834
7.56993143,7.41463228,7.421141892,7.379884492,7.373985534,7.403160731,7.436801777
7.572592734,7.433308408,7.440358832,7.399016283,7.396616125,7.423922852,7.456532782
7.575096013,7.451305376,7.4588755,7.417470894,7.418613216,7.443980304,7.475545281
7.577399848,7.468389063,7.47644983,7.435005839,7.439691797,7.463071646,7.493589647
7.579494652,7.484331663,7.492848209,7.451388017,7.45957304,7.480944244,7.510426525
7.581345752,7.4989353,7.507865857,7.466414908,7.478001018,7.497372684,7.525846338
7.582936473,7.512030569,7.521329806,7.479911399,7.494764086,7.512167963,7.539669875
7.584241448,7.523416387,7.533033259,7.491669777,7.509611953,7.525104972,7.551685363
7.585247163,7.532980358,7.542860678,7.501574145,7.5223915,7.536055636,7.561774586
7.585938717,7.540596002,7.550681538,7.50948906,7.532936371,7.544874266,7.569803317
7.586307435,7.546155773,7.556387059,7.515308178,7.541103833,7.55143967,7.575660589
7.586353909,7.549613337,7.559928611,7.518980589,7.546815043,7.555693423,7.579294729
7.586070188,7.550911919,7.561249056,7.520444909,7.549991501,7.557570708,7.580649305
7.585466659,7.550032199,7.560327788,7.519680948,7.550589633,7.557045222,7.5797042
7.5845517,7.547016106,7.557209332,7.516733919,7.548633057,7.554155329,7.576502349
7.583330377,7.541881371,7.551912582,7.511621188,7.544129863,7.548917885,7.571065477
7.581816195,7.534701951,7.544514154,7.504413529,7.537148516,7.541408796,7.563471565
7.580029228,7.525584162,7.53512341,7.495223769,7.52778973,7.531737509,7.55383202
7.577992161,7.514630599,7.523844794,7.484148782,7.516159978,7.520013968,7.542255533
7.575734531,7.501992595,7.510834065,7.471341418,7.502421223,7.506401026,7.528903417
7.57328734,7.487832224,7.496258493,7.456965193,7.486746104,7.491070886,7.513944309
7.570681882,7.472328301,7.480300098,7.441198928,7.469331242,7.474215869,7.497566742
7.567934186,7.455665079,7.463149733,7.424231862,7.45038502,7.456037459,7.479966055
7.565094902,7.438086709,7.445059471,7.406315341,7.43018055,7.43679995,7.46140063
7.562194778,7.419779302,7.426219921,7.387639426,7.408934756,7.416708108,7.442066378
7.559281254,7.400995786,7.406891122,7.368462029,7.386934703,7.396037204,7.422230915
7.55639723,7.381979793,7.387322988,7.349032906,7.364463536,7.375053145,7.402148285
7.553579887,7.362949188,7.36774069,7.329573494,7.341783191,7.353999473,7.382050981
7.550867316,7.344164207,7.348411088,7.310347435,7.319193524,7.333159073,7.362210727
7.54829069,7.325848067,7.329563764,7.291585136,7.296969561,7.312782487,7.342865195
7.545878365,7.308238394,7.311443368,7.273526059,7.275397507,7.293132084,7.324263522
7.54365158,7.291545683,7.294266271,7.256384984,7.254736678,7.274444559,7.306629849
7.541648065,7.275984912,7.278254775,7.240385592,7.235251245,7.256960522,7.290190583
7.539893135,7.261763283,7.263619743,7.225740238,7.217195657,7.240909559,7.275162205
7.53840715,7.249042489,7.250529421,7.212617207,7.20078325,7.226478233,7.261718362
7.537208806,7.237988871,7.239155959,7.201189829,7.186229896,7.213856263,7.250036066
7.536310737,7.228755311,7.229657985,7.191618433,7.173736292,7.203218057,7.240275925
7.535715828,7.221442034,7.222136898,7.184002195,7.163447919,7.194684109,7.232545848
7.535428812,7.21615456,7.216701188,7.178453459,7.15551019,7.188376792,7.226957124
7.535451035,7.212968674,7.213430484,7.17504888,7.150036079,7.184386801,7.223590465
7.535771477,7.211913947,7.212355039,7.173823129,7.147086556,7.182755046,7.222478453
7.536407841,7.213016907,7.213502284,7.174803986,7.146707631,7.183514256,7.223648507
7.53734699,7.216269852,7.216863839,7.177985546,7.148915887,7.186661765,7.227092266
7.538586276,7.221641577,7.222407788,7.183340516,7.153694198,7.192168447,7.232777281
7.54011137,7.229062994,7.230060457,7.190796268,7.160981921,7.199962743,7.24062749
7.541904688,7.238451797,7.239738424,7.200271785,7.170699711,7.209959681,7.250557956
7.543942483,7.249687729,7.251317114,7.211644067,7.182724086,7.22202984,7.26244126
7.546201466,7.262631318,7.264652432,7.224773109,7.196905924,7.236023349,7.276128769
7.548655753,7.27712064,7.279578145,7.23949538,7.213068758,7.251766281,7.291450605
7.551268063,7.29296145,7.295894482,7.255614081,7.23099502,7.269045309,7.308200051
7.554012607,7.309954767,7.313394613,7.272926649,7.25045599,7.287642355,7.326166036
7.556852989,7.32788193,7.331855072,7.291209593,7.271197663,7.307317053,7.345118619
7.559749782,7.34651001,7.35103417,7.310224987,7.292948177,7.327812089,7.364808828
7.562662469,7.365590705,7.370677532,7.32972195,7.315418488,7.348855461,7.384976075
7.565552612,7.384880491,7.390533032,7.349448176,7.338317042,7.370176685,7.405360772
7.568381871,7.404123638,7.410338465,7.369142003,7.361344201,7.391495214,7.425694376
7.571113593,7.423066335,7.42983096,7.388541382,7.384191947,7.412526442,7.445707378
7.573713724,7.441466402,7.448762193,7.407397291,7.406569896,7.43300443,7.465143913
7.576146987,7.4590824,7.466884191,7.425465058,7.42818384,7.452658422,7.483748366
7.578361529,7.475663954,7.483939121,7.442488521,7.448732031,7.471214109,7.501258131
7.580346973,7.491043314,7.499754589,7.458296698,7.467998818,7.488478572,7.517495568
7.582071264,7.50497762,7.514083131,7.472643496,7.485691742,7.504184949,7.532203569
7.583523809,7.517318253,7.52676932,7.485371902,7.501612246,7.518162078,7.545226406
7.584688659,7.527910024,7.537656074,7.49632491,7.515561807,7.530234675,7.556400229
7.585551353,7.536601833,7.54658598,7.505342284,7.527347582,7.540232224,7.565565894
7.586103811,7.543304335,7.553468712,7.51233005,7.536842729,7.548051098,7.572628659
7.58633608,7.547934112,7.558217758,7.517201665,7.543928617,7.553592829,7.577500169
7.586240331,7.550418112,7.560758751,7.519880246,7.548503918,7.55677501,7.580105882
7.58581181,7.550747032,7.561082297,7.520353926,7.550534668,7.557581059,7.580435691
7.585063465,7.548911892,7.559179099,7.518615077,7.54999299,7.555995922,7.578480217
7.584004949,7.544932171,7.555070754,7.514680803,7.546884724,7.552038199,7.574261388
7.582653027,7.538880205,7.548832288,7.508625711,7.541269236,7.545780123,7.567857141
7.581022929,7.530821221,7.540530426,7.500514206,7.533209737,7.537289307,7.559335198
7.579132593,7.520859199,7.530271103,7.490452052,7.522810356,7.526675344,7.54880502
7.577004872,7.509140027,7.518205547,7.478587607,7.510223202,7.514093994,7.536421912
7.574661542,7.49579354,7.504466954,7.465051545,7.495588556,7.499684217,7.522322146
7.57213259,7.481002343,7.489244018,7.450028423,7.479104372,7.483642409,7.5066994
7.56944503,7.464957983,7.472731592,7.433711029,7.460980817,7.466175535,7.489755041
7.566648941,7.447848675,7.455123783,7.416285652,7.441430681,7.4474859,7.471685721
7.563776756,7.429904856,7.436656319,7.397990396,7.420715704,7.427825672,7.452736069
7.560872813,7.411362907,7.4175735,7.379066245,7.399104515,7.4074506,7.433153952
7.557971439,7.392434966,7.398093993,7.359730897,7.376846724,7.386596063,7.413162728
7.555114212,7.373381997,7.378485069,7.340250557,7.354244653,7.365546117,7.393039087
7.552335471,7.354431169,7.358982045,7.320859574,7.331568108,7.34455309,7.373023996
7.549673021,7.33582249,7.339831801,7.301804416,7.309104049,7.323882195,7.353367949
7.547164131,7.31779641,7.321281293,7.283330398,7.287137513,7.303799088,7.334325172
7.544837095,7.300563635,7.303546785,7.265649839,7.265933175,7.284541517,7.316120609
7.542712731,7.28434859,7.28686005,7.248993482,7.245763882,7.266359618,7.298990053
7.540827637,7.269364271,7.271440504,7.233581071,7.22689097,7.249492073,7.283158422
7.539193543,7.255777972,7.257460604,7.21958231,7.209531961,7.234128982,7.268804493
7.537831142,7.243780998,7.245116503,7.207196886,7.193924778,7.220483924,7.256127121
7.536755636,7.233524668,7.234564792,7.196579666,7.18027205,7.20873299,7.245288528
7.535978801,7.225125943,7.225926443,7.187854666,7.168732875,7.199011406,7.236413939
7.535513724,7.218704187,7.219324027,7.181144209,7.159471836,7.191456248,7.229629459
7.535368309,7.214348952,7.214848652,7.176540539,7.152618004,7.186175118,7.225026821
7.535541253,7.212105763,7.212548946,7.174095636,7.148251337,7.183225142,7.222658439
7.536015342,7.212007927,7.212459251,7.173847215,7.146435354,7.182651519,7.222559696
7.53679575,7.214080168,7.214604692,7.175820842,7.147219259,7.184484772,7.224757304
7.537869742,7.218280276,7.218940574,7.179975473,7.15057889,7.188688119,7.229203747
7.53923361,7.224572921,7.225431281,7.186274981,7.156486139,7.195223,7.235863983
7.540875926,7.232882734,7.233998507,7.194643072,7.164873637,7.204012798,7.244657851
7.542781179,7.243110756,7.244540476,7.204982021,7.175640213,7.214951731,7.255478676
7.544926625,7.255131543,7.256926376,7.217163161,7.188653741,7.227904987,7.268193712
7.547281834,7.268782465,7.270988389,7.231020533,7.203738964,7.242697388,7.282631891
7.54981743,7.283900851,7.286560214,7.246391548,7.220714297,7.259152924,7.298620282
7.552492521,7.300288761,7.303437164,7.263073648,7.239357207,7.277054366,7.315949488
7.555278274,7.31772533,7.321392944,7.280845235,7.259418065,7.29616188,7.334386946
7.558141784,7.335994304,7.340202891,7.299482188,7.280642651,7.316236347,7.35370175
7.561047506,7.354865615,7.359629606,7.318751232,7.302760931,7.337022911,7.373650072
7.563954171,7.374067455,7.379394381,7.338375444,7.325457021,7.358224873,7.393946579
7.566825971,7.393370059,7.39926022,7.358118126,7.34845439,7.379583512,7.414345246
7.569622646,7.412523281,7.418969723,7.377726957,7.371451449,7.400822784,7.434582375
7.572301617,7.431256824,7.438245204,7.396922377,7.394128492,7.421643935,7.454373742
7.574828051,7.449342992,7.456851339,7.415467525,7.416208409,7.441794666,7.473476531
7.577160457,7.466546576,7.474546894,7.43312506,7.43740107,7.461010263,7.491643139
7.579280662,7.482627077,7.491084172,7.449642932,7.457421186,7.479028015,7.508621168
7.58115731,7.497390559,7.506266137,7.464826699,7.476022149,7.495630366,7.524208654
7.582774692,7.510667206,7.519915794,7.478501881,7.492986793,7.510623078,7.5382216
7.584107596,7.522247331,7.531819453,7.490451332,7.508058521,7.523774475,7.550442153
7.585145857,7.532022454,7.541865221,7.500566789,7.521080862,7.534955367,7.56075428
7.585874221,7.539861505,7.549918663,7.508714037,7.531887824,7.544020574,7.56902114
7.586282067,7.545649695,7.555862671,7.514772703,7.540324057,7.55083734,7.575121296
7.58636825,7.549340513,7.559648114,7.518689196,7.546312861,7.555348475,7.579005704
7.586124751,7.550879934,7.561220152,7.520406415,7.549775469,7.557490469,7.580617135
7.585555899,7.550243699,7.560552396,7.519896158,7.550661431,7.557230436,7.579929704
7.584672099,7.547459993,7.557675127,7.517185507,7.548983753,7.554595762,7.576974132
7.583480688,7.542559614,7.552621262,7.512305306,7.544763069,7.549616156,7.571786085
7.581995751,7.535603448,7.545452042,7.505318724,7.538051831,7.542352827,7.564427555
7.580237961,7.526697511,7.536278188,7.49633755,7.528953991,7.532917494,7.555011697
7.578228306,7.515939372,7.525199924,7.485459314,7.517570467,7.521413682,7.54364241
7.575995287,7.503478399,7.512371501,7.472835223,7.504056049,7.507999702,7.530476449
7.573569953,7.489479053,7.497962009,7.458631038,7.488588606,7.492852649,7.515688121
7.570980211,7.474108019,7.482140289,7.443010428,7.471351981,7.476151849,7.499452443
7.568245746,7.457563363,7.465112089,7.426173298,7.452565874,7.45811233,7.481978535
7.565413924,7.440072784,7.447110964,7.40835315,7.43248545,7.438979378,7.463506295
7.562517621,7.421829823,7.428335963,7.389744488,7.411335745,7.418966303,7.444239704
7.559604358,7.403093136,7.409051641,7.37061194,7.389407188,7.398352155,7.424449863
7.556714231,7.384086368,7.389490506,7.351187616,7.366964836,7.37738466,7.404374914
7.553886871,7.365048227,7.369896913,7.33171494,7.344289199,7.35632636,7.384265097
7.551160462,7.346224924,7.350525426,7.312448051,7.321671615,7.335448115,7.364382224
7.548565321,7.327843801,7.331609981,7.293618657,7.299388522,7.315004364,7.344966515
7.546133122,7.310142062,7.313393423,7.275468908,7.277726047,7.295258236,7.326265531
7.543883777,7.293335094,7.2960994,7.258220178,7.256950284,7.276451481,7.308510598
7.541856304,7.277638666,7.279947986,7.242090036,7.23732395,7.25882256,7.291926534
7.540074766,7.263251143,7.265143769,7.227281878,7.219095445,7.242596539,7.276724979
7.53856056,7.250358062,7.251877381,7.21398554,7.202498339,7.227980929,7.263100063
7.537328399,7.239106075,7.240301454,7.202355744,7.187727961,7.215145651,7.251208919
7.536394007,7.229663579,7.230587532,7.192566619,7.174998024,7.204279128,7.241227547
7.535762162,7.222137135,7.222847744,7.184729852,7.164460872,7.195509447,7.233272055
7.535436698,7.216617121,7.217174829,7.178939838,7.156247344,7.18894371,7.227438684
7.535423695,7.213194594,7.21366321,7.175294336,7.150487869,7.184688088,7.223823512
7.535715027,7.211906708,7.212348944,7.173829627,7.147253492,7.182792732,7.222465618
