Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|PI3,Subsystem #1|CTLs|Vars|PI5,Subsystem #1|CTLs|Vars|PI7,Subsystem #1|CTLs|Vars|QI3,Subsystem #1|CTLs|Vars|QI5,Subsystem #1|CTLs|Vars|QI7,Subsystem #1|CTLs|Vars|PF12,Subsystem #1|CTLs|Vars|PF23,Subsystem #1|CTLs|Vars|PF34,Subsystem #1|CTLs|Vars|PF37a,Subsystem #1|CTLs|Vars|PF62,Subsystem #1|CTLs|Vars|PF65,Subsystem #1|CTLs|Vars|PF76,Subsystem #1|CTLs|Vars|QF12,Subsystem #1|CTLs|Vars|QF23,Subsystem #1|CTLs|Vars|QF34,Subsystem #1|CTLs|Vars|QF37a,Subsystem #1|CTLs|Vars|QF62,Subsystem #1|CTLs|Vars|QF65,Subsystem #1|CTLs|Vars|QF76
7.560208821,1.056073295,0.9833335001,2.031665956,0.3676110443,-0.7794935918,3.900560874,-1.265789605,-2.031061463,-0.2877200735,-1.252415705,-0.307156744,-0.161506257,0.9834522539,-0.5369528473,-0.9627842629,1.179195358,-2.620826675,0.0749365167,0.9642179142,1.80784699
7.301472196,1.057025948,0.982237644,2.031572336,0.3677858645,-0.7800957456,3.904468616,-1.307767324,-2.030873846,-0.279393821,-1.241390979,-0.3153824696,-0.1664578509,0.9709871529,-0.5675295461,-0.9600737427,1.179662421,-2.620581388,0.06944256023,0.9722552208,1.802112478
7.555617858,1.057968591,0.9811318976,2.031358181,0.3679861756,-0.7808296162,3.908325173,-1.270416879,-2.0235131,-0.2709374596,-1.230060144,-0.3220779322,-0.1711222791,0.9584641927,-0.5376027604,-0.9515794934,1.179722931,-2.619693738,0.06370511837,0.9786119133,1.795668064
7.293245564,1.058899785,0.980018082,2.031023895,0.3682116602,-0.7816942398,3.912124743,-1.313036355,-2.022865151,-0.2623659741,-1.218353872,-0.3298285476,-0.1765891035,0.9458815854,-0.5668363892,-0.9481068072,1.179197657,-2.617744956,0.05769208384,0.9859861474,1.788431165
7.54751857,1.059818113,0.9788980352,2.030570075,0.3684619569,-0.7826884431,3.915861632,-1.273949303,-2.014894607,-0.2536946326,-1.206387099,-0.3359786703,-0.1817785988,0.9332839379,-0.5381465526,-0.939153033,1.178269348,-2.615161218,0.05146922733,0.991624576,1.780510125
7.281821217,1.060722172,0.9777736005,2.029997504,0.3687366613,-0.7838108341,3.919530263,-1.317133492,-2.013805852,-0.2449326785,-1.194074019,-0.3432086865,-0.1877259596,0.9206627724,-0.565993627,-0.934957387,1.176758877,-2.611527074,0.04497845479,0.9982936622,1.771824295
7.535964431,1.061610585,0.9766466231,2.029307151,0.3690353272,-0.7850598102,3.923125174,-1.276358945,-2.005255401,-0.2361012983,-1.181546347,-0.3487714842,-0.1934042952,0.9080679841,-0.5385848265,-0.9255922629,1.174850705,-2.607267681,0.03831290849,1.003174893,1.762482831
7.267281018,1.062481998,0.975518952,2.028500167,0.3693574667,-0.7864335599,3.92664104,-1.320034122,-2.003750118,-0.2272054528,-1.168706948,-0.355439721,-0.1997935038,0.8954880519,-0.5650042196,-0.9207166526,1.172369323,-2.601978381,0.03138897993,1.009102351,1.752411578
7.521041848,1.063335085,0.974392432,2.027577888,0.3697025522,-0.787930066,3.930072684,-1.277630255,-1.99465764,-0.2182705867,-1.155700205,-0.3603785879,-0.2059211152,0.8829751718,-0.5389199629,-0.9109933725,1.169499393,-2.59608071,0.02432645317,1.013194933,1.741719024
7.249705221,1.064168549,0.9732688962,2.026541823,0.370070017,-0.789547108,3.933415071,-1.321724368,-1.992762037,-0.2092980132,-1.14241807,-0.3664482497,-0.2127100575,0.8705149535,-0.5638726139,-0.9054834053,1.166067172,-2.589176003,0.01701666592,1.018349056,1.730333858
