"Time","Subsystem #1|CTLs|Vars|VMrms1","Subsystem #1|CTLs|Vars|VSrms1","Subsystem #1|CTLs|Vars|Vrms1","Subsystem #1|CTLs|Vars|Vrms10","Subsystem #1|CTLs|Vars|Vrms13","Subsystem #1|CTLs|Vars|Vrms16","Subsystem #1|CTLs|Vars|Vrms19","Subsystem #1|CTLs|Vars|Vrms4","Subsystem #1|CTLs|Vars|Vrms7"
0.2646,7.623250668,79.69761899,6.297905406,6.449902874,6.433340809,6.464775652,6.520202339,6.461037214,6.489485901
0.26475,7.623257973,79.69769516,6.363564557,6.515948136,6.503686055,6.532884398,6.58608474,6.527722845,6.555690184
0.2649,7.623257454,79.69768955,6.425995778,6.578251717,6.57030859,6.597152711,6.648089361,6.590631736,6.618070251
0.26505,7.62323223,79.6974269,6.484111823,6.635916136,6.632323271,6.656718366,6.705362054,6.648895406,6.675760383
0.2652,7.62320379,79.69712999,6.536595993,6.687897024,6.688712719,6.710572273,6.756913498,6.701485186,6.727752028
0.26535,7.62317159,79.69679388,6.583457374,6.733670955,6.738831606,6.758136151,6.802203922,6.747899167,6.773519489
0.2655,7.623142191,79.6964871,6.623795741,6.772485006,6.781851016,6.798614834,6.840468486,6.787339493,6.812287356
0.26565,7.623119588,79.69625139,6.656608419,6.80370321,6.817022988,6.831291062,6.871036541,6.819086319,6.843372369
0.2658,7.623105743,79.69610723,6.68211359,6.827279955,6.844105847,6.856001736,6.893775086,6.843043101,6.866662621
0.26595,7.623101056,79.69605879,6.699473584,6.842686138,6.86253642,6.872194173,6.908160677,6.858628921,6.881613036
0.2661,7.623104996,79.69610049,6.708402521,6.849642286,6.872037043,6.879602443,6.913949921,6.865570919,6.887965259
0.26625,7.623116612,79.69622241,6.709379897,6.848197076,6.872663153,6.878321192,6.911229185,6.863989652,6.885811462
0.2664,7.623124977,79.69631025,6.701847414,6.838191299,6.864360225,6.868284467,6.899941174,6.853773095,6.875064319
0.26655,7.623140754,79.69647558,6.685907944,6.819749004,6.847318219,6.849690399,6.880286092,6.835109679,6.855912505
0.2667,7.623160849,79.696686,6.662364513,6.793258554,6.821926553,6.822969199,6.852681095,6.808454664,6.828779681
0.26685,7.623183463,79.69692271,6.631040768,6.758947032,6.78839349,6.788328571,6.817380821,6.773998814,6.793899612
0.267,7.623206614,79.69716498,6.592545129,6.717440361,6.747237697,6.746320516,6.774956992,6.732317039,6.751850155
0.26715,7.623228031,79.69738905,6.547777241,6.66953576,6.699109654,6.697648566,6.726117957,6.684143276,6.70335541
0.2673,7.623245403,79.69757077,6.496816637,6.615860894,6.644554663,6.642848676,6.671455148,6.630000316,6.648991693
0.26745,7.62325679,79.69768988,6.440687943,6.557251203,6.584375274,6.582737049,6.611778389,6.570717517,6.589576878
0.2676,7.623261071,79.69773466,6.380409381,6.494506707,6.519436382,6.518180582,6.547921974,6.507149861,6.525944867
0.26775,7.62324344,79.69754934,6.316264026,6.428332479,6.450580359,6.449972043,6.480691931,6.440046451,6.458874905
0.2679,7.62322589,79.69736502,6.249440293,6.359630789,6.378878746,6.379168405,6.411075751,6.370435547,6.389356169
0.26805,7.623196851,79.69706087,6.18086052,6.289167267,6.305248311,6.306666014,6.339923491,6.299178988,6.318231362
0.2682,7.623167544,79.69675404,6.111091016,6.217799834,6.230611868,6.233347164,6.268146872,6.227140506,6.246395921
0.26835,7.623142858,79.69649559,6.041309623,6.146484421,6.155919347,6.160172874,6.196660071,6.155274367,6.174778812
0.2685,7.623125692,79.69631578,5.972316432,6.076165893,6.082046116,6.088026101,6.126335771,6.084451745,6.104259423
